name,formatted_address,vicinity,formatted_phone_number,international_phone_number,location-lat-lng,permanently_closed,rating,types,url,website,place_id
"Sumit Pandey Auto Repair","Mantoli, Berinag, Uttarakhand 262531, India","Mantoli, Berinag",,,"29.777176,80.056109",,,"store / car_repair / establishment",https://plus.google.com/104259652610348735023/about?hl=en-US,,ChIJX58mgynVoDkRH7MnQHKCIXk
"Bike Show room","Dhanoli, Berinag, Uttarakhand 262531, India","Dhanoli, Berinag",,,"29.779408,80.053111",,,"car_repair / establishment",https://plus.google.com/109716747248035409456/about?hl=en-US,,ChIJU5wFjNXUoDkR-KrGcS43fhs
"Shah Ji Auto Service","Taxi Stand Road, Tanakpur, Uttarakhand 262309, India","Taxi Stand Road, Tanakpur","098970 82002","+91 98970 82002","29.073078,80.109274",,,"store / car_repair / establishment",https://plus.google.com/105070841691831766841/about?hl=en-US,,ChIJPSEPiBcAoTkRlSe50Fqrf3c
"Sports Equipment GIC Berinag","Mantoli, Berinag, Uttarakhand 262531, India","Mantoli, Berinag",,,"29.775179,80.056202",,,"hardware_store / store / establishment",https://plus.google.com/114388986273063707184/about?hl=en-US,,ChIJmWaQqinVoDkRlpFjnrZa1oI
"mahakali traders","National Highway 125, Tanakpur, Uttarakhand 262309, India","National Highway 125, Tanakpur","095572 27087","+91 95572 27087","29.072951,80.10499",,,"hardware_store / store / establishment",https://plus.google.com/111730214372705583667/about?hl=en-US,,ChIJ-w4ewxgAoTkRHu2VQvZMgNg
"Bafila Hardwares","Raiagar, Berinag, Uttarakhand 262531, India","Raiagar, Berinag",,,"29.778538,80.053819",,,"hardware_store / store / establishment",https://plus.google.com/101461487896419020845/about?hl=en-US,,ChIJO5oqDyrVoDkRAmfyKdd_V_g
"Kalakoti Hardware store Building Doors Grills","Raiagar, Berinag, Uttarakhand 262531, India","Raiagar, Berinag",,,"29.780442,80.050603",,,"hardware_store / store / establishment",https://plus.google.com/118009185462926411605/about?hl=en-US,,ChIJfTu__9TUoDkRp1dGFJxlHyc
"Mehra Hardwares","Mantoli, Berinag, Uttarakhand 262531, India","Mantoli, Berinag",,,"29.775121,80.055862",,,"hardware_store / store / establishment",https://plus.google.com/111723220940560992145/about?hl=en-US,,ChIJq9WTrCnVoDkR302GbPOL_dQ
"Bisht Hardware","National Highway 125, Champawat, Uttarakhand 262523, India","National Highway 125, Champawat",,,"29.335224,80.09001",,,"hardware_store / store / establishment",https://plus.google.com/113400021136180189521/about?hl=en-US,,ChIJBaBmrPvhoDkRME0lrr3MIF0
"Dhanik Hardware","Dhanoli, Berinag, Uttarakhand 262531, India","Dhanoli, Berinag",,,"29.779222,80.052862",,,"hardware_store / store / establishment",https://plus.google.com/117742565197895931308/about?hl=en-US,,ChIJYdtzjdXUoDkR-S5tWG1jejw
"Pathak Hardware and Tiles Store","Mantoli, Berinag, Uttarakhand 262531, India","Mantoli, Berinag",,,"29.77689,80.055724",,,"hardware_store / store / establishment",https://plus.google.com/114438588389474275370/about?hl=en-US,,ChIJVztdminVoDkR3iXpMeVjnO4
"Pathak Paint Store","Mantoli, Berinag, Uttarakhand 262531, India","Mantoli, Berinag","084778 87399","+91 84778 87399","29.776852,80.05578",,,"home_goods_store / store / establishment",https://plus.google.com/117216225173199667897/about?hl=en-US,,ChIJkQvMmynVoDkRcc1uvp0Q5RM
"Government Plant Nursery","Pithoragarh - Meldungri Road, Maryura, Uttarakhand 262530, India","Pithoragarh - Meldungri Road, Maryura",,,"29.558914,80.200408",,,"home_goods_store / store / establishment",https://plus.google.com/108325709399898086372/about?hl=en-US,,ChIJ5yG3HzIkoTkRUphXuwr2Gnw
"Bhatta Motor Parts","Bankhet, Mahendra Rajmarg, Bhimdatta 10400, Nepal","Bankhet, Mahendra Rajmarg, Bhimdatta",099-522230,"+977 99-522230","28.975891,80.168518",,,"store / car_repair / establishment",https://plus.google.com/109250083982943936413/about?hl=en-US,,ChIJQ6VeePKroTkRpdYl_ao6_aE
"Sharda Power House","Lohia Head Road, Uttarakhand 262308, India","Lohia Head Road",,,"28.922632,80.023974",,,"electrician / establishment",https://plus.google.com/101293021988365677902/about?hl=en-US,,ChIJ54O3OcRToDkRwCg16X3KG7c
"RN Traders & Suppliers","Gobariya, Bhimdatta 10400, Nepal","Gobariya, Bhimdatta",099-521276,"+977 99-521276","28.966928,80.164614",,,"hardware_store / store / establishment",https://plus.google.com/115566284760754098945/about?hl=en-US,,ChIJ_3EoKIuroTkRGSom-qocTTI
"Asian Paints","Mahendra Rajmarg, Bhimdatta 10400, Nepal","Mahendra Rajmarg, Bhimdatta",099-523602,"+977 99-523602","28.971005,80.184451",,,"shopping_mall / home_goods_store / store / establishment",https://plus.google.com/111414717115437921483/about?hl=en-US,,ChIJQey3hv6roTkRWE6L5kwY1kc
"Berger Paints","Mahendra Rajmarg, Bhimdatta 10400, Nepal","Mahendra Rajmarg, Bhimdatta",099-521276,"+977 99-521276","28.966922,80.164533",,,"home_goods_store / store / establishment",https://plus.google.com/103021267806905394780/about?hl=en-US,,ChIJgcma14qroTkRPy78IiK0Dxc
"Kisan Trading Concern","Main Road, Dhangadhi, 00977, Nepal","Kailali, Main Road, Dhangadhi",0984-8427948,"+977 984-8427948","28.704478,80.56858",,,"car_dealer / car_repair / store / establishment",https://plus.google.com/105988330156176774703/about?hl=en-US,,ChIJPa7K1cfsoTkRuHkbKycJt5A
"Auto Parts Shop","Opposite Vishal Cinema, SH 29, Tularam, Pilibhit, Uttar Pradesh 262001, India","Opposite Vishal Cinema, SH 29, Tularam, Pilibhit",,,"28.626028,79.806163",,,"store / car_repair / establishment",https://plus.google.com/111341763820060647255/about?hl=en-US,,ChIJczsbHhg_oDkRtOWOGckyDDA
"bike mechanic shop","Tanakpur Road, Officer's Colony, Pilibhit, Uttar Pradesh 262001, India","Tanakpur Road, Officer's Colony, Pilibhit",,,"28.637012,79.818349",,,"car_repair / establishment",https://plus.google.com/116140213429769327703/about?hl=en-US,,ChIJQSY8IDg_oDkRWDySOYdZebk
"Shree Ram Cement Concrete Products","Deoni Kesharpur, Uttar Pradesh 262001, India","Deoni Kesharpur","090454 86635","+91 90454 86635","28.65213,79.829777",,,"general_contractor / establishment",https://plus.google.com/108295893184885235275/about?hl=en-US,,ChIJwdZUtFI_oDkRvI3tAy5uils
"New Ansar Trading & Concern","Dhangadi Rd, Dhangadhi 00977, Nepal","Dhangadi Rd, Dhangadhi",091-522442,"+977 91-522442","28.704699,80.567169",,,"hardware_store / home_goods_store / store / establishment",https://plus.google.com/102859930837184209448/about?hl=en-US,http://www.facebook.com/new%20ansar%20trading%20&%20concern#!/pages/New-Ansar-Trading-Concern/223431077696852,ChIJd7gwCsjsoTkR13dibC2YPIk
"Nagi Hardwares","ward no. 10, SH 29, Uttarakhand 262302, India","ward no. 10, SH 29","098738 73107","+91 98738 73107","28.818925,79.888536",,,"hardware_store / store / establishment",https://plus.google.com/113689252047671665942/about?hl=en-US,,ChIJN1i4shFFoDkRHboSrzKLIEw
"Kumaun Ply & Hardware Store","SH 29, Khatima, Uttarakhand 262308, India","SH 29, Khatima",,,"28.915419,79.965612",,,"hardware_store / store / establishment",https://plus.google.com/115903436093450465325/about?hl=en-US,,ChIJ10AHNx1RoDkRJJJJG4Ye034
"Manmohan Hardware Store","Belauri Bazar, Shreepur 10400, Nepal","Belauri Bazar, Shreepur",,,"28.688287,80.365237",,,"hardware_store / store / establishment",https://plus.google.com/108374887615578429665/about?hl=en-US,,ChIJq-RhME3HoTkRK5HJrbJBIyo
"Mumeshor Hardware","Chauraha, Dhangadhi 10900, Nepal",Dhangadhi,,,"28.704351,80.568345",,,"hardware_store / store / establishment",https://plus.google.com/103535101055575715645/about?hl=en-US,,ChIJhR7c1sfsoTkRL2y6s_nDw8Y
"MK Hardware","near Police Station Khatima, India","near Police Station Khatima","090127 52783","+91 90127 52783","28.9218,79.968721",,,"hardware_store / store / establishment",https://plus.google.com/103974700213521245162/about?hl=en-US,,ChIJmbWyux5RoDkRT0E8GS6wfdE
"Pinakeshwore Traders","Mahakali Highway, Dhangadhi 10900, Nepal","Mahakali Highway, Dhangadhi",0980-4608451,"+977 980-4608451","28.736045,80.567915",,,"hardware_store / store / establishment",https://plus.google.com/116218951621826282466/about?hl=en-US,,ChIJ-2cxCT-ToTkRcQ4jKa60N3I
"Kumaon Division Pest Control Services","Kanjabag Road, Maholiya, Uttarakhand 262308, India","Kanjabag Road, Maholiya","096540 41418","+91 96540 41418","28.924448,79.963571",,,"home_goods_store / store / establishment",https://plus.google.com/111712703498690702212/about?hl=en-US,,ChIJ8bmOI-BQoDkRwoy82iERKZA
"Naveen Gharelu Udhyog","Chauraha, Dhangadhi 10900, Nepal",Dhangadhi,,,"28.702641,80.566322",,,"home_goods_store / store / establishment",https://plus.google.com/100754002887253439211/about?hl=en-US,,ChIJ6TtoicfsoTkRiIDjDGAMhq4
"modern tiles","Mela Road, Palia Kalan, Uttar Pradesh 262701, India","Mela Road, Palia Kalan","081272 51119","+91 81272 51119","28.430136,80.580708",,,"home_goods_store / store / establishment",https://plus.google.com/109536044337392050375/about?hl=en-US,,ChIJnfgd8ITjoTkR7UkC-1_tBa0
"Sushil Kirana Pasal","Tikapur 10901, Nepal",Tikapur,,,"28.525397,81.118079",,,"home_goods_store / store / establishment",https://plus.google.com/103097792975883960278/about?hl=en-US,,ChIJP5vWXaoNojkRXkJHiuytl7U
"Huo'erba Automobile Repair Shop","219 National Road, Zhongba, Xigaze, Tibet, China","219 National Road, Zhongba, Xigaze",,,"30.273574,82.951716",,,"car_repair / establishment",https://plus.google.com/108711731216594020941/about?hl=en-US,,ChIJp2mbwPWeuzkRVELdrYSZweA
"Sipradi Trading Pvt Ltd","Ratna Rajmarg, Birendranagar 21700, Nepal","Ratna Rajmarg, Birendranagar",,,"28.584237,81.627549",,,"car_repair / establishment",https://plus.google.com/116076561268552303078/about?hl=en-US,,ChIJb1ahepOFojkR4tv8nC0hXtU
"Chapai Kirana Pasal","Surkhet-Bhedapari Road, 21700, Nepal","Surkhet-Bhedapari Road",,,"28.57036,81.65872",,,"home_goods_store / store / establishment",https://plus.google.com/102872965347759597894/about?hl=en-US,,ChIJOSJBLxCFojkRs27cSZOst7c
"Sara Automobile","H01, Motipur 21800, Nepal","H01, Motipur",0984-8202192,"+977 984-8202192","28.241867,81.520596",,,"car_repair / establishment",https://plus.google.com/117821778814602744787/about?hl=en-US,,ChIJo3Eoo159mDkRswTo0SpE0z8
"Deuti Bajai Traders","East-West Highway, Kohalpur 21904, Nepal","East-West Highway, Kohalpur",081-540229,"+977 81-540229","28.197529,81.699786",,,"hardware_store / store / establishment",https://plus.google.com/114534508245185179827/about?hl=en-US,,ChIJBbaSBYVvmDkR-pOl_TI0T8A
"Jay Traders & Hardwares","Ratna Rajmarg, Nepalgunj 21900, Nepal","Ratna Rajmarg, Nepalgunj",081-520602,"+977 81-520602","28.070177,81.630398",,,"hardware_store / store / establishment",https://plus.google.com/113719141068349144810/about?hl=en-US,,ChIJKXF1hxRnmDkRs4dD35uxtJk
"mohini ties","hs3715,, Nepalgunj Airport, Nepalgunj 21900, Nepal","hs3715,, Nepalgunj Airport, Nepalgunj",081-521510,"+977 81-521510","28.059843,81.620487",,,"car_repair / electronics_store / store / shopping_mall / establishment",https://plus.google.com/117683635946751192940/about?hl=en-US,http://www.mohinities.weebly.com/,ChIJT-4p8kNnmDkRAwX2P2tqMwM
"Rahul Communication Center","Salyani Bagh, Fultekra Road, Nepalgunj, Nepal","Salyani Bagh, Fultekra Road, Nepalgunj",0980-4562041,"+977 980-4562041","28.063931,81.619591",,,"home_goods_store / store / car_repair / establishment",https://plus.google.com/116767707670519146345/about?hl=en-US,http://www.rose4saheed.hpage.com/,ChIJeUOGKUdnmDkR82-GWQN6q_A
"Masoom Ali Mohd Hanif Lime & Paint Dealer","Hasanganj, Bahraich Road, Nanpara, Uttar Pradesh 271865, India","Hasanganj, Bahraich Road, Nanpara","095804 07900","+91 95804 07900","27.865938,81.496757",,,"home_goods_store / store / establishment",https://plus.google.com/110260763144379057246/about?hl=en-US,,ChIJf4aNYOz3mDkRURxcwx6yyeo
"Himalay Light House","NH 28C, Rupaidiha, Uttar Pradesh 271881, India","NH 28C, Rupaidiha","095805 21680","+91 95805 21680","28.013285,81.596913",,,"home_goods_store / store / establishment",https://plus.google.com/104398302466178533027/about?hl=en-US,http://www.epenepal.com/,ChIJCXpA4XNemDkRrf-wlVtFSJo
"New Rastogi Vastralaya","Sadar Line - 4, Madhya Paschimanchal, Nepalgunj 21900, Nepal","Sadar Line - 4, Madhya Paschimanchal, Nepalgunj",081-520675,"+977 81-520675","28.059729,81.624491",,,"home_goods_store / store / establishment",https://plus.google.com/107537592308905384812/about?hl=en-US,,ChIJI0s1E0JnmDkRAYAKJ_kNKyc
"Eastern Motors Pvt. Ltd.","Ghorahi, Shrestha Auto Suppliers, Nepal","Ghorahi, Shrestha Auto Suppliers",082-560127,"+977 82-560127","28.039883,82.483355",,,"car_repair / establishment",https://plus.google.com/114180893824179770684/about?hl=en-US,http://www.batas.org.np/,ChIJ-agynnuUlzkRCrjVcy5MVUg
"Suman Traders","Narayanpur 22400, Nepal",Narayanpur,,,"28.057422,82.402745",,,"hardware_store / store / establishment",https://plus.google.com/117688296510089582513/about?hl=en-US,,ChIJG7MQBpGSlzkR8nTs99N__A0
"Laxmi Hardware","Ghorahi 22400, Nepal",Ghorahi,082-560400,"+977 82-560400","28.040059,82.490609",,,"hardware_store / store / establishment",https://plus.google.com/112479712505087489207/about?hl=en-US,,ChIJ-dmNPWSUlzkR9eKjAZRYzhs
"Nikesh Bhanda And Hardware Shop","F015, Narayanpur 22400, Nepal","F015, Narayanpur",,,"28.053767,82.408648",,,"hardware_store / store / establishment",https://plus.google.com/116830512448652814986/about?hl=en-US,,ChIJH3ghZo2SlzkRAnHARxCcHW8
"L.L.B Stores","Chutrabesi, Sandhikharka 32700, Nepal","Chutrabesi, Sandhikharka",077-420638,"+977 77-420638","27.973307,83.126445",,,"home_goods_store / store / establishment",https://plus.google.com/102595557936236278328/about?hl=en-US,,ChIJbb5JceNEljkRW_fdX5ER8ew
"Nanglo Makers","Bhalkot - Burtibang Sadak, 33300, Nepal","Bhalkot - Burtibang Sadak",,,"28.337017,83.120762",,,"home_goods_store / store / establishment",https://plus.google.com/100424458155969135318/about?hl=en-US,,ChIJy0vy8h8lljkROLBaocbgDrI
"Bimal Mobile","H 11, Tulsipur 22412, Nepal","H 11, Tulsipur",,,"28.1308,82.296787",,,"store / home_goods_store / establishment",https://plus.google.com/105667433572120582389/about?hl=en-US,,ChIJHzAhDH70lzkRXxtGu-Z2ibk
"Jhabi Auto Workshop","Tamghas 32600, Nepal",Tamghas,079-520632,"+977 79-520632","28.066011,83.243038",,,"car_repair / establishment",https://plus.google.com/109690491205382734890/about?hl=en-US,,ChIJF2_brN1BljkRqEbqwVL8Ps4
"Chaudhary Bibidh Pasal","Kanchhi Road, 22414, Nepal","Kanchhi Road",082-691774,"+977 82-691774","27.872413,82.522662",,,"hardware_store / store / establishment",https://plus.google.com/100688735420694221337/about?hl=en-US,,ChIJg3KCR1KYlzkRapRkGHB6iyU
"Bhusal Trading Concern","Buspark Road, Kudapani Tamghas Road, Tamghas 32600, Nepal","Buspark Road, Kudapani Tamghas Road, Tamghas",079-520172,"+977 79-520172","28.06634,83.246293",,,"hardware_store / store / establishment",https://plus.google.com/108318222219337446701/about?hl=en-US,http://www.tarabhusal.com.np/,ChIJlywjit5BljkRCwD4rKVtPo8
"Niraj traders & suppliers","East-West Highway, 32900, Nepal","East-West Highway",,,"27.687527,83.314822",,,"home_goods_store / store / establishment",https://plus.google.com/104034543962175036939/about?hl=en-US,,ChIJb3lTVZOLljkRU3yVlwFgVCU
"Sangam Traders","Beni - Jomsom - Sadak Rd, Arthunge 33200, Nepal","Beni - Jomsom - Sadak Rd, Arthunge",069-520578,"+977 69-520578","28.350356,83.567071",,,"hardware_store / store / establishment",https://plus.google.com/100177109046533040561/about?hl=en-US,,ChIJL2ICvcMHljkReWw7HpEYLLQ
"Sarbasiddhi Suppliers","Pushpalal Highway, Baglung 33300, Nepal","Pushpalal Highway, Baglung",,,"28.264078,83.603365",,,"hardware_store / store / establishment",https://plus.google.com/111792571874464420795/about?hl=en-US,,ChIJnV4dhxLilTkRUx6vJiXW82c
"Nabin Candle Udyog","Baglung,majhkot Kolpata, Baglung Bazzar 44601, Nepal","Baglung,majhkot Kolpata, Baglung Bazzar",0984-7639224,"+977 984-7639224","28.265077,83.602437",,,"home_goods_store / store / establishment",https://plus.google.com/100059264974485487428/about?hl=en-US,http://www.nilbgl.blogspot.com/,ChIJv7jwZg3ilTkRgCvgADgP22I
"Basanta Nursery","Pokhara 33700, Nepal",Pokhara,061-523865,"+977 61-523865","28.261775,83.979348",,,"home_goods_store / store / establishment",https://plus.google.com/117146806716175858870/about?hl=en-US,http://www.basantanursery.com/,ChIJz9fMtYCTlTkRQoP33phMV_A
"UDR Auto Engineering","Nayabazar Rd, Pokhara 33700, Nepal","Nayabazar Rd, Pokhara",061-534708,"+977 61-534708","28.218471,83.991465",,,"car_repair / establishment",https://plus.google.com/100672297055305286059/about?hl=en-US,http://www.batas.org.np/,ChIJMaeSnkuUlTkRfYtvVkxG7Ug
"Shiva Shakti Group","Salt Trading Complex, Prithvi Chowk, Pokhara, Nepal","Salt Trading Complex, Prithvi Chowk, Pokhara",061-522198,"+977 61-522198","28.208986,83.987281",,,"store / car_repair / establishment",https://plus.google.com/110737716872977868625/about?hl=en-US,,ChIJkXWQLrKVlTkRB1Bo8OGPUII
"Shankar Tyre Resoling","Pokhara Industrial Area, Prithivi Highway, Pokhara 14 33700, Nepal","Pokhara Industrial Area, Prithivi Highway, Pokhara 14",061-521865,"+977 61-521865","28.199959,84.012032",,,"store / car_repair / establishment",https://plus.google.com/109474774037292600307/about?hl=en-US,,ChIJcSoNZdmVlTkRajhP5gSD294
"Vishwakarma Automart","Prithvi Rajmarg, Pokhara 33700, Nepal","Prithvi Rajmarg, Pokhara",,,"28.205726,83.997683",,,"car_repair / establishment",https://plus.google.com/117236558857639747917/about?hl=en-US,,ChIJtwZWUsiVlTkRydlhlH_Wfl4
"Asian Auto Mobiles","Nayabazar Road, Pokhara 33700, Nepal","Nayabazar Road, Pokhara",,,"28.214909,83.988821",,,"store / car_repair / establishment",https://plus.google.com/110417861492581170467/about?hl=en-US,,ChIJk3-pyUyUlTkRI9lYUggo-5w
"Bataju Trading Concern","Nayabazar Road, Pokhara 33700, Nepal","Nayabazar Road, Pokhara",061-521446,"+977 61-521446","28.213451,83.988899",,,"store / car_repair / establishment",https://plus.google.com/101731717278005850543/about?hl=en-US,http://www.bataju.com.np/,ChIJ55SMOLOVlTkRqZUs2FSxxJQ
"Grace Motorbike Workshop","Pokhara 33700, Nepal",Pokhara,,,"28.216308,83.989036",,,"car_repair / establishment",https://plus.google.com/115961115958463729732/about?hl=en-US,,ChIJ7ag4k0yUlTkR8IaXN7VNRng
"Sundar Auto Works Pvt Ltd. Yamaha Showroom","Prithvi Rajmarg, Dulegauda, Nepal","Prithvi Rajmarg, Dulegauda",065-570221,"+977 65-570221","28.057745,84.071335",,,"car_repair / establishment",https://plus.google.com/114995215933884522864/about?hl=en-US,,ChIJnyiYoG27lTkRrFZswjzAQX8
"Mobile Clinic","रानीपौवा मार्ग, Pokhara 33700, Nepal","रानीपौवा मार्ग, Pokhara",061-539228,"+977 61-539228","28.221276,83.995763",,,"car_repair / establishment",https://plus.google.com/117170061922500328427/about?hl=en-US,,ChIJ21nWHDaUlTkRV05EC2XsLQs
"City Auto Parts Store","R9, Rampur 32500, Nepal","R9, Rampur",,,"27.86125,83.895955",,,"store / car_repair / establishment",https://plus.google.com/101666926902429025192/about?hl=en-US,,ChIJ56XaEDbKlTkRPzx3kF2sLwg
"Lalchan Enterprises","Shree Dhor Barahi Marg, Dulegauda, Nepal","Shree Dhor Barahi Marg, Dulegauda",065-570539,"+977 65-570539","28.064918,84.069649",,,"store / car_repair / establishment",https://plus.google.com/110233766034876495154/about?hl=en-US,,ChIJ6fgO4G-7lTkRyjCS0u4GQZ4
"GhamPani Electricals","Malepatan, Pokhara 33700, Nepal","Malepatan, Pokhara",061-537798,"+977 61-537798","28.213761,83.972679",,,"store / electrician / establishment",https://plus.google.com/109055358365793326013/about?hl=en-US,http://ghampani.com/,ChIJFY5z3_-UlTkRxFr0fTkPuw8
"Hotel Diplomat","Baidam marga, Pokhara 33700, Nepal","Baidam marga, Pokhara",061-465917,"+977 61-465917","28.207069,83.958839",,,"general_contractor / home_goods_store / store / establishment",https://plus.google.com/105213082334963798384/about?hl=en-US,,ChIJje6s_xuVlTkRgCwcvDJ5OEI
"New Ananta Hardware","Gyan marga, Pokhara 33700, Nepal","Gyan marga, Pokhara",061-540467,"+977 61-540467","28.229743,83.991365",,,"hardware_store / store / establishment",https://plus.google.com/111920104527359787779/about?hl=en-US,,ChIJp0fjjUaUlTkRloC2MuE4Hss
"Karmacharya Hardware Store","Ranipauwa, Pokhara, Nepal","Ranipauwa, Pokhara",061-521625,"+977 61-521625","28.221562,83.994877",,,"hardware_store / store / establishment",https://plus.google.com/111823895170809724782/about?hl=en-US,http://www.karmacharyapokhara.com/,ChIJJxtN70mUlTkRR0UCcoXROlk
"Kailash Hardware Store","Naya Sadak, Pokhara 33700, Nepal","Naya Sadak, Pokhara",,,"28.220516,83.986963",,,"hardware_store / store / establishment",https://plus.google.com/107929445851649564303/about?hl=en-US,,ChIJfS62cE6UlTkRr6rkXARqSQs
"Laxmikanta Hardware","जी बी स मार्ग, Kushma 33400, Nepal","जी बी स मार्ग, Kushma",,,"28.220415,83.677741",,,"hardware_store / store / establishment",https://plus.google.com/107053875878986433459/about?hl=en-US,,ChIJA1qLLsvmlTkRl98_NSGsIzw
"Apekshya Hardware","Siddartha Rajmarg, वालिङ 33801, Nepal","Siddartha Rajmarg, वालिङ",063-440072,"+977 63-440072","27.986666,83.771609",,,"hardware_store / store / establishment",https://plus.google.com/104076736219844983181/about?hl=en-US,,ChIJcXMfDU_FlTkRVdlSFxMH1AA
"B.Glass & Plywood","Tersapatti, Nayabazar Road, Pokhara 33700, Nepal","Tersapatti, Nayabazar Road, Pokhara",0980-4100426,"+977 980-4100426","28.227095,83.989994",,,"hardware_store / store / establishment",https://plus.google.com/102607776718916866990/about?hl=en-US,,ChIJrcnH40WUlTkRX8KDD_hIIA0
"Ananta Hardware","Phewa Marga, Pokhara 33700, Nepal","Phewa Marga, Pokhara",,,"28.213759,83.970898",,,"hardware_store / store / establishment",https://plus.google.com/114410234508783886650/about?hl=en-US,,ChIJi3YcJ_6UlTkRSLLo676Hse8
"Ashok Brothers","रानीपौवा मार्ग, Pokhara 33700, Nepal","रानीपौवा मार्ग, Pokhara",061-520566,"+977 61-520566","28.222121,83.99374",,,"hardware_store / store / establishment",https://plus.google.com/107455352085884508779/about?hl=en-US,,ChIJr_DwvEmUlTkRR6Xtrz9v8xg
"Lotus Glass","Siddhartha Rajmarg, Pokhara 33700, Nepal","Siddhartha Rajmarg, Pokhara",061-522581,"+977 61-522581","28.208526,83.984631",,,"hardware_store / store / establishment",https://plus.google.com/101758577471383829230/about?hl=en-US,,ChIJszfO_a2VlTkRqqT8864lTZQ
"Srijana Nirman Samagri Suppliars","Siddhartha Rajmarg, Pokhara 33700, Nepal","Siddhartha Rajmarg, Pokhara",061-461373,"+977 61-461373","28.190996,83.966627",,,"hardware_store / store / establishment",https://plus.google.com/111411212867801812143/about?hl=en-US,,ChIJy4_w2AyVlTkRiWhSobZ32Y0
"SK Hardware","Chauthe, Pokhara 33700, Nepal","Chauthe, Pokhara",,,"28.192745,84.02384",,,"hardware_store / store / establishment",https://plus.google.com/110173401219610834688/about?hl=en-US,,ChIJHzIdM3OWlTkRtWE0SgNzhNk
"Suraj Sandesh Hardware","Keladi Majuwa Road, Sankhar, Nepal","Keladi Majuwa Road, Sankhar",0985-7062794,"+977 985-7062794","27.873868,83.925984",,,"hardware_store / store / establishment",https://plus.google.com/107866804281199241807/about?hl=en-US,,ChIJ1_MB8QXKlTkRGxGfDS8TAYk
"Pokhara Garden Nursery","Phewa Marga, Pokhara 33700, Nepal","Phewa Marga, Pokhara",061-536215,"+977 61-536215","28.213853,83.971853",,,"home_goods_store / store / establishment",https://plus.google.com/116504124157065469489/about?hl=en-US,,ChIJA7Pd1P-UlTkRYRnmmyZBQdI
"New Binayek Corner","Pokhara-Baglung Highway, Pokhara 33700, Nepal","Pokhara-Baglung Highway, Pokhara",061-523206,"+977 61-523206","28.229348,83.981695",,,"home_goods_store / store / establishment",https://plus.google.com/100525920520885480725/about?hl=en-US,,ChIJE9t-X0-UlTkRz2UL3g1DsKk
