name,formatted_address,vicinity,formatted_phone_number,international_phone_number,location-lat-lng,location-lat,location-lng,permanently_closed,rating,types,url,website,place_id
"The Telegraph","CR Avenue Road, Chandni Chawk, Bowbazar, Kolkata, West Bengal 700072, India","CR Avenue Road, Chandni Chawk, Bowbazar, Kolkata",,,"22.566613,88.353603",22.566613,88.353603,,,establishment,https://plus.google.com/105500730318751563736/about?hl=en-US,http://www.telegraphindia.com/,ChIJI2kffah3AjoRPNoFxtotdA8
"Rng Papers","57, Radha Bazar, Street, Ground Floor, B B D Bagh, B B D Bagh, Kolkata, West Bengal 700001, India","57, Radha Bazar, Street, Ground Floor, B B D Bagh, B B D Bagh, Kolkata","033 2242 5510","+91 33 2242 5510","22.57343,88.351997",22.57343,88.351997,,,establishment,https://plus.google.com/111049868406338444702/about?hl=en-US,http://rngpapers.com/,ChIJW5KicqV3AjoR6soTBGjum-s
"Ess Gee Packaging (P) Ltd.","36, Brabourne Road, China Bazar, Kolkata, West Bengal 700001, India","36, Brabourne Road, China Bazar, Kolkata","033 2235 5780","+91 33 2235 5780","22.575407,88.351755",22.575407,88.351755,,,"store / establishment",https://plus.google.com/104285658989637650520/about?hl=en-US,http://www.essgeepackaging.com/,ChIJtTPGNaV3AjoRqrmJtdSUf14
"Andhra Pradesh Paper Mill Ltd","Ajc Bose Road, Park Circus, Ajc Bose Road, Kolkata, West Bengal 700017, India","Ajc Bose Road, Park Circus, Ajc Bose Road, Kolkata","033 2287 3707","+91 33 2287 3707","22.546533,88.361416",22.546533,88.361416,,,establishment,https://plus.google.com/114318997435837808484/about?hl=en-US,,ChIJS7UBIOB2AjoRACVemlg0j78
"Weblec India","21/H, Atal Sur Road, Atal Sur Road, Kolkata, West Bengal 700015, India","21/H, Atal Sur Road, Atal Sur Road, Kolkata","033 2323 3548","+91 33 2323 3548","22.552524,88.38297",22.552524,88.38297,,,establishment,https://plus.google.com/107102168711288950728/about?hl=en-US,,ChIJ9QvTW412AjoR_tz0ABsQzOk
"Supreme Paper Mills Limited","12, Ground Floor, Darga Road, Park Circus, Beniapukur, Kolkata, West Bengal 700017, India","12, Ground Floor, Darga Road, Park Circus, Beniapukur, Kolkata","033 4014 1313","+91 33 4014 1313","22.541094,88.371002",22.541094,88.371002,,,establishment,https://plus.google.com/110391864640776142404/about?hl=en-US,http://supremepaper.com/,ChIJ97rTk-d2AjoRP9K0Zi7QJvM
"Ambarish Agencies","27, 9th Floor, Brabourne Road, Brabourne Road, Kolkata, West Bengal 700001, India","27, 9th Floor, Brabourne Road, Brabourne Road, Kolkata","033 2242 1344","+91 33 2242 1344","22.576495,88.352121",22.576495,88.352121,,,"store / establishment",https://plus.google.com/105564368172414119465/about?hl=en-US,,ChIJeavOubp3AjoRks-6G7DV_NQ
"Tamil Nadu Newsprint & Papers Limited","33b, A J C Bose Road, Lala Lajpat Rai Sarani, Lala Lajpat Rai Sarani, Kolkata, West Bengal 700020, India","33b, A J C Bose Road, Lala Lajpat Rai Sarani, Lala Lajpat Rai Sarani, Kolkata","033 2476 9149","+91 33 2476 9149","22.537861,88.35068",22.537861,88.35068,,,establishment,https://plus.google.com/105824948176580269917/about?hl=en-US,http://www.tnpl.com/,ChIJxUkuCD13AjoRSZS4ONd2ZHw
"Kaypee Paper Industries Pvt. Ltd.","8/1 Lal Bazar Street, 3rd Floor,, Kolkata, West Bengal 700001, India","8/1 Lal Bazar Street, 3rd Floor,, Kolkata","098308 48490","+91 98308 48490","22.572154,88.352721",22.572154,88.352721,,,"store / establishment",https://plus.google.com/114010647888139629035/about?hl=en-US,http://www.kaypeepaper.com/,ChIJRzrMhaV3AjoRiaxiFSWcPXk
"Avi Processing Private Limited","17, Ganesh Chandra Avenue, Ganesh Chandra Avenue, Kolkata, West Bengal 700013, India","17, Ganesh Chandra Avenue, Ganesh Chandra Avenue, Kolkata","033 2236 7127","+91 33 2236 7127","22.567845,88.356061",22.567845,88.356061,,,establishment,https://plus.google.com/101751806056852472669/about?hl=en-US,,ChIJT6kTGql3AjoR4Worc9suSrY
"Box Pack","Ramkanta Bose Street, Bidhan Sarani, Shyam Bazar, Kolkata, West Bengal 700004, India","Ramkanta Bose Street, Bidhan Sarani, Shyam Bazar, Kolkata","098300 78826","+91 98300 78826","22.599876,88.373411",22.599876,88.373411,,,establishment,https://plus.google.com/104852482859984430905/about?hl=en-US,,ChIJQ02cPiV2AjoR4JFjNw9ph2g
"Shree Durga Paper House","35a, Surya Sen Street, Surya Sen Street, Kolkata, West Bengal 700009, India","35a, Surya Sen Street, Surya Sen Street, Kolkata","033 2350 5094","+91 33 2350 5094","22.573041,88.366328",22.573041,88.366328,,,establishment,https://plus.google.com/108691684276538752143/about?hl=en-US,,ChIJ4ZD2SlJ2AjoRV1rH90J6h38
"Paper Point","54/1, Surya Sen Street, Surya Sen Street, Kolkata, West Bengal 700009, India","54/1, Surya Sen Street, Surya Sen Street, Kolkata","033 2350 5085","+91 33 2350 5085","22.573041,88.366328",22.573041,88.366328,,,establishment,https://plus.google.com/116891346497225708747/about?hl=en-US,,ChIJ4ZD2SlJ2AjoR9TS0BMOoEFo
"Paper Corner","58, Surya Sen Street, Amherst Street, Surya Sen Street, Kolkata, West Bengal 700009, India","58, Surya Sen Street, Amherst Street, Surya Sen Street, Kolkata","033 2350 0636","+91 33 2350 0636","22.573041,88.366328",22.573041,88.366328,,,establishment,https://plus.google.com/104291556948336399222/about?hl=en-US,,ChIJ4ZD2SlJ2AjoRQw8icDviy8s
"New Favourite Paper House","57, Sealdah Road, Surya Sen Street, Baithakkhana, Kolkata, West Bengal 700009, India","57, Sealdah Road, Surya Sen Street, Baithakkhana, Kolkata","096747 87470","+91 96747 87470","22.572084,88.368822",22.572084,88.368822,,,establishment,https://plus.google.com/115071265832552165253/about?hl=en-US,,ChIJ3SRPbVF2AjoRKlgWis_Mqz4
"Taraknath Paper Traders","53/1, Surya Sen Street, Sealdah, Baithakkhana, Kolkata, West Bengal 700009, India","53/1, Surya Sen Street, Sealdah, Baithakkhana, Kolkata",,,"22.571691,88.369841",22.571691,88.369841,,,establishment,https://plus.google.com/100417339112939640793/about?hl=en-US,,ChIJqbzqHlF2AjoRqDIui1iQoLc
"Bose Paper House","70, Mahatma Gandhi Road, College Street, Mahatma Gandhi Road, Baithakkhana, Kolkata, West Bengal 700009, India","70, Mahatma Gandhi Road, College Street, Mahatma Gandhi Road, Baithakkhana, Kolkata","033 2241 6280","+91 33 2241 6280","22.573478,88.367028",22.573478,88.367028,,,establishment,https://plus.google.com/111766558846782101106/about?hl=en-US,,ChIJe6yzIVN2AjoRwD0ES0K2DVg
"North Bengal Paper Mart","128b, Baithakkhana Road, Baithakkhana Road, Kolkata, West Bengal 700009, India","128b, Baithakkhana Road, Baithakkhana Road, Kolkata","033 2350 6749","+91 33 2350 6749","22.573088,88.368929",22.573088,88.368929,,,establishment,https://plus.google.com/114596898353340287940/about?hl=en-US,,ChIJyV-1oVF2AjoRpR35czRK9Kc
"Paul Paper Concern","70, Mahatma Gandhi Road, College Street, Raja Ram Mohan Sarani, Baithakkhana, Kolkata, West Bengal 700009, India","70, Mahatma Gandhi Road, College Street, Raja Ram Mohan Sarani, Baithakkhana, Kolkata","033 2241 9091","+91 33 2241 9091","22.573319,88.36705",22.573319,88.36705,,,establishment,https://plus.google.com/100608353631779182350/about?hl=en-US,,ChIJOQIcLlJ2AjoRqiJTFMnPz4Y
"Sree Papers","113, Baithakhana Road, Kolkata, West Bengal 700009, India","113, Baithakhana Road, Kolkata","033 2351 9168","+91 33 2351 9168","22.573087,88.368929",22.573087,88.368929,,,establishment,https://plus.google.com/114345848175482011233/about?hl=en-US,,ChIJMV-1oVF2AjoRcYbXH6OxfX4
"Maa Tara Handmade Paper","24, Dr Kartik Bose Street, Dr Kartik Bose Street, Kolkata, West Bengal 700009, India","24, Dr Kartik Bose Street, Dr Kartik Bose Street, Kolkata","098305 53820","+91 98305 53820","22.574546,88.368876",22.574546,88.368876,,,establishment,https://plus.google.com/116664801543434822177/about?hl=en-US,,ChIJgaIuwFF2AjoRZPo6hgpELn4
"Ellora Paper Mills Limited","7a, Bentinck Street, B B D Bagh, B B D Bagh, Kolkata, West Bengal 700001, India","7a, Bentinck Street, B B D Bagh, B B D Bagh, Kolkata","033 2248 7348","+91 33 2248 7348","22.572118,88.353071",22.572118,88.353071,,,establishment,https://plus.google.com/106186834693244430029/about?hl=en-US,,ChIJ2_5qfa93AjoRmZQjLfCEtB0
"Cosboard Industries Limited","32, Floor-8 Chowringhee, J L Nehru Road, J L Nehru Road, Kolkata, West Bengal 700071, India","32, Floor-8 Chowringhee, J L Nehru Road, J L Nehru Road, Kolkata","033 2217 8756","+91 33 2217 8756","22.555273,88.350059",22.555273,88.350059,,,establishment,https://plus.google.com/115535043670791075995/about?hl=en-US,http://www.cosboard.com/,ChIJO6XXAhB3AjoReZ5hi25at4c
"Lokenath Paper Mart","65, Baithakkhana Road, Sealdah, Baithakkhana Road, Baithakkhana, Kolkata, West Bengal 700009, India","65, Baithakkhana Road, Sealdah, Baithakkhana Road, Baithakkhana, Kolkata","033 2354 0930","+91 33 2354 0930","22.573696,88.369668",22.573696,88.369668,,,establishment,https://plus.google.com/110103892787039764452/about?hl=en-US,,ChIJgaIuwFF2AjoRmMNfoKdbyU0
"Shree Narayan Processing Mills Private Limited","2, Ho Chi Minh Sarani, Middleton Row, Middleton Row, Kolkata, West Bengal 700071, India","2, Ho Chi Minh Sarani, Middleton Row, Middleton Row, Kolkata","033 2532 9012","+91 33 2532 9012","22.551699,88.352499",22.551699,88.352499,,,establishment,https://plus.google.com/105240639375077711281/about?hl=en-US,,ChIJO6XXAhB3AjoRIhEYlav4ZLE
"Dipesh Board House","4, Dr Kartik Bose Street, Dr Kartik Bose Street, Kolkata, West Bengal 700009, India","4, Dr Kartik Bose Street, Dr Kartik Bose Street, Kolkata","094331 92967","+91 94331 92967","22.574546,88.368876",22.574546,88.368876,,,establishment,https://plus.google.com/100633090701358503385/about?hl=en-US,,ChIJgaIuwFF2AjoR75HKIA-svCc
"Emami Paper Mills Limited","8, Bentinck Street, 10th Floor, Bentinck Street, Kolkata, West Bengal 700001, India","8, Bentinck Street, 10th Floor, Bentinck Street, Kolkata","033 2221 2138","+91 33 2221 2138","22.569654,88.353062",22.569654,88.353062,,,establishment,https://plus.google.com/116283864926657857752/about?hl=en-US,,ChIJP6UhAKZ3AjoR59I6L34iFPo
"The Paper Mills Limited","9/1, R N Mukherjee Road, B B D Bagh, B B D Bagh, Kolkata, West Bengal 700001, India","9/1, R N Mukherjee Road, B B D Bagh, B B D Bagh, Kolkata","033 2243 0479","+91 33 2243 0479","22.570344,88.34997",22.570344,88.34997,,,establishment,https://plus.google.com/110860205722764183963/about?hl=en-US,,ChIJA6Pf2aV3AjoR-Y-bPiGSTxc
"Starlit Paper Co","63e, Radha Bazar Street, B B D Bagh, B B D Bagh, Kolkata, West Bengal 700001, India","63e, Radha Bazar Street, B B D Bagh, B B D Bagh, Kolkata","033 2243 5249","+91 33 2243 5249","22.57343,88.351933",22.57343,88.351933,,,establishment,https://plus.google.com/104438191009973352212/about?hl=en-US,,ChIJW5KicqV3AjoR0flf9rF1zZw
"Maa Kali Paper House","12/2, Patwar Bagan Lane, Sealdah, Baithakkhana, Kolkata, West Bengal 700009, India","12/2, Patwar Bagan Lane, Sealdah, Baithakkhana, Kolkata","033 2357 2330","+91 33 2357 2330","22.574706,88.372006",22.574706,88.372006,,,establishment,https://plus.google.com/113209116330646169954/about?hl=en-US,,ChIJC1zIDVB2AjoRdblauyrkRZI
"J K Corporation Limited","7, Council House Street, B B D Bagh, B B D Bagh, Kolkata, West Bengal 700001, India","7, Council House Street, B B D Bagh, B B D Bagh, Kolkata","033 2242 0979","+91 33 2242 0979","22.57153,88.348009",22.57153,88.348009,,,establishment,https://plus.google.com/116928112149487150400/about?hl=en-US,,ChIJf3vl7aN3AjoRS9MaFHFpuJw
"Ellop Paper Mills Limited","7a, Bentinck Street, Room No 203, 2nd Floor, Bentinck Street, Kolkata, West Bengal 700001, India","7a, Bentinck Street, Room No 203, 2nd Floor, Bentinck Street, Kolkata","033 2248 3296","+91 33 2248 3296","22.569654,88.353062",22.569654,88.353062,,,establishment,https://plus.google.com/107366700294383330547/about?hl=en-US,,ChIJP6UhAKZ3AjoRiAlLUNEU-H8
"Ananda Maye Paper House","Rabindra Sarani, Kolutolla, Barabazar Market, Kolkata, West Bengal 700073, India","Rabindra Sarani, Kolutolla, Barabazar Market, Kolkata","033 2533 8978","+91 33 2533 8978","22.577251,88.355706",22.577251,88.355706,,,establishment,https://plus.google.com/112203295392093465612/about?hl=en-US,,ChIJh935sst3AjoRybxmLZo82uM
"H.K. Ghose And Company","25 A, Dalhousie, Swallow Lane, Murgighata, Kolkata, West Bengal 700001, India","25 A, Dalhousie, Swallow Lane, Murgighata, Kolkata",,,"22.575386,88.350517",22.575386,88.350517,,,establishment,https://plus.google.com/117126191950749025734/about?hl=en-US,,ChIJO03J1aR3AjoRHnERBjai4e0
"Ksudarshan Paper And Board Private Limited","3rd Floor Room No-311, 27, Brabourne Road, Brabourne Road, Kolkata, West Bengal 700001, India","3rd Floor Room No-311, 27, Brabourne Road, Brabourne Road, Kolkata","033 2243 7851","+91 33 2243 7851","22.576518,88.352033",22.576518,88.352033,,,establishment,https://plus.google.com/112716693409035982550/about?hl=en-US,,ChIJeavOubp3AjoRAJuYaWEMnX8
"Nbu Packaging & Printing Works (P)Ltd","7a, 2nd Floor, Old Wing, Bentinck Street, Bentinck Street, Kolkata, West Bengal 700001, India","7a, 2nd Floor, Old Wing, Bentinck Street, Bentinck Street, Kolkata","033 2248 9329","+91 33 2248 9329","22.569654,88.353062",22.569654,88.353062,,,"store / establishment",https://plus.google.com/108564337571605123461/about?hl=en-US,,ChIJP6UhAKZ3AjoRV6RydNAhmvA
"Calcutta Commercial Company","18-d, Sukeas Lane, Canning Street, Canning Street, Kolkata, West Bengal 700001, India","18-d, Sukeas Lane, Canning Street, Canning Street, Kolkata","033 2242 2313","+91 33 2242 2313","22.577201,88.351996",22.577201,88.351996,,,establishment,https://plus.google.com/107214584440956768789/about?hl=en-US,,ChIJe6yzIVN2AjoRedCMIbAQGTE
"Gunjan Paper Industries Pvt. Ltd.","14/2, Old China Bazar Street, Brabone Road, B B D Bagh, Kolkata, West Bengal 700001, India","14/2, Old China Bazar Street, Brabone Road, B B D Bagh, Kolkata","033 2213 3714","+91 33 2213 3714","22.57649,88.350978",22.57649,88.350978,,,establishment,https://plus.google.com/113698853599718461518/about?hl=en-US,,ChIJxSEb2rp3AjoRy26vmzBxxCw
"Bhabani Paper Concern","P-7, Old China Bazar Street, Old China Bazar Street, Kolkata, West Bengal 700001, India","P-7, Old China Bazar Street, Old China Bazar Street, Kolkata","033 2242 3393","+91 33 2242 3393","22.577648,88.351053",22.577648,88.351053,,,establishment,https://plus.google.com/102915201415596563015/about?hl=en-US,,ChIJ04M45Lp3AjoRt2zgw0HjA7o
"Chiang Paper Flower`s","P-7, Old China Bazar Street, Old China Bazar Street, Kolkata, West Bengal 700001, India","P-7, Old China Bazar Street, Old China Bazar Street, Kolkata","033 2243 7444","+91 33 2243 7444","22.577648,88.351053",22.577648,88.351053,,,establishment,https://plus.google.com/109777667498614442001/about?hl=en-US,,ChIJ04M45Lp3AjoRtD18hScnFlQ
Bosco,"14, Amherst Street, Ram Nath Biswas Lane, Amherst Street, Kolkata, West Bengal 700009, India","14, Amherst Street, Ram Nath Biswas Lane, Amherst Street, Kolkata","033 2360 8171","+91 33 2360 8171","22.584257,88.373349",22.584257,88.373349,,,establishment,https://plus.google.com/101436989008116561333/about?hl=en-US,,ChIJaULbMEZ2AjoRgM39Omf_Aao
"Pashupati Paper Stores","14/2, Old China Bazar Street, Old China Bazar Street, Kolkata, West Bengal 700001, India","14/2, Old China Bazar Street, Old China Bazar Street, Kolkata","033 2242 6151","+91 33 2242 6151","22.577648,88.351053",22.577648,88.351053,,,establishment,https://plus.google.com/102885886802714677535/about?hl=en-US,,ChIJ04M45Lp3AjoRu2t52a3fzE4
"Avail Printers Private Limited","Sarani, Bagmari, Kolkata, West Bengal - 700 009, West Bengal 700009, India","Sarani, Bagmari, Kolkata, West Bengal - 700 009","098744 61587","+91 98744 61587","22.589531,88.383806",22.589531,88.383806,,,establishment,https://plus.google.com/112569072826643656303/about?hl=en-US,http://www.indiamart.com/availprinters/,ChIJmZfODqF3AjoRQngNCUtoYMM
"Madhubati Papers Private Limited","4, Fairlie Place, B B D Bagh, B B D Bagh, Kolkata, West Bengal 700001, India","4, Fairlie Place, B B D Bagh, B B D Bagh, Kolkata","033 2231 7889","+91 33 2231 7889","22.575282,88.347566",22.575282,88.347566,,,establishment,https://plus.google.com/112327961984187145360/about?hl=en-US,,ChIJu4eRUaN3AjoRemMMOryZjHk
"Banerjee Pack Box","118/2, Rafi Ahmed Kidwai Road, Rafi Ahmed Kidwai Road, Kolkata, West Bengal 700055, India","118/2, Rafi Ahmed Kidwai Road, Rafi Ahmed Kidwai Road, Kolkata","033 2511 0377","+91 33 2511 0377","22.561424,88.358382",22.561424,88.358382,,,"store / establishment",https://plus.google.com/113860109394017166060/about?hl=en-US,,ChIJ____v_l1AjoRGJj0Ny3buZY
"Shriram Udyog","10, Indra Kumar Karnani Street, B B D Bagh, B B D Bagh, Kolkata, West Bengal 700010, India","10, Indra Kumar Karnani Street, B B D Bagh, B B D Bagh, Kolkata","033 2242 6494","+91 33 2242 6494","22.578076,88.351148",22.578076,88.351148,,,establishment,https://plus.google.com/116368430749930753940/about?hl=en-US,,ChIJrU7w-rp3AjoRKfyNeaYiXMs
"Gagan Ch Dhar & Sons","10, Indra Kumar Karnani Street, B B D Bagh, B B D Bagh, Kolkata, West Bengal 700001, India","10, Indra Kumar Karnani Street, B B D Bagh, B B D Bagh, Kolkata","033 2242 1090","+91 33 2242 1090","22.578076,88.351148",22.578076,88.351148,,,establishment,https://plus.google.com/102322788150260712664/about?hl=en-US,,ChIJrU7w-rp3AjoR9XBpzkPLKfc
"Laxmi Paper House","14/1/1a, Indra Kumar Karnani Street, B B D Bagh, Indra Kumar Karnani Street, Kolkata, West Bengal 700001, India","14/1/1a, Indra Kumar Karnani Street, B B D Bagh, Indra Kumar Karnani Street, Kolkata","033 2242 7083","+91 33 2242 7083","22.578076,88.351148",22.578076,88.351148,,,establishment,https://plus.google.com/109370360266379318993/about?hl=en-US,,ChIJrU7w-rp3AjoRBWw7ShgZbko
"Babulal Sarma Eastern Paper","10b, Indra Kumar Karnani Street, B B D Bagh, Indra Kumar Karnani Street, Kolkata, West Bengal 700001, India","10b, Indra Kumar Karnani Street, B B D Bagh, Indra Kumar Karnani Street, Kolkata","033 2242 4003","+91 33 2242 4003","22.578076,88.351148",22.578076,88.351148,,,establishment,https://plus.google.com/108465713522112869913/about?hl=en-US,,ChIJrU7w-rp3AjoR6lHNbUxr3oE
"begwani paper house","Synagogue Street, China Bazar, Kolkata, West Bengal 700001, India","Synagogue Street, China Bazar, Kolkata","098307 83262","+91 98307 83262","22.578799,88.351539",22.578799,88.351539,,,establishment,https://plus.google.com/118384857074587401142/about?hl=en-US,,ChIJlZSRX7p3AjoRKEc_vQ6vUyQ
"Arya Pustak Bhawan","180/A, C R Avenue, C R Avenue, Kolkata, West Bengal 700007, India","180/A, C R Avenue, C R Avenue, Kolkata","033 2241 0126","+91 33 2241 0126","22.582176,88.362415",22.582176,88.362415,,,"store / establishment",https://plus.google.com/102644449650893384545/about?hl=en-US,,ChIJe6yzIVN2AjoRmqVEqyqGcDw
"Avinash Papers","2nd Floor, 167, Old China Bazar Street, Old China Bazar Street, Kolkata, West Bengal 700001, India","2nd Floor, 167, Old China Bazar Street, Old China Bazar Street, Kolkata","033 2242 6994","+91 33 2242 6994","22.579153,88.351209",22.579153,88.351209,,,establishment,https://plus.google.com/117005927907827216358/about?hl=en-US,,ChIJQQ-XULp3AjoRnGgLqZfVzNw
"ABP Pvt Ltd","6, Prafulla Sarkar Street, B B D Bagh, B B D Bagh, Kolkata, West Bengal 700001, India","6, Prafulla Sarkar Street, B B D Bagh, B B D Bagh, Kolkata","033 2485 1637","+91 33 2485 1637","22.567426,88.353483",22.567426,88.353483,,4.2,establishment,https://plus.google.com/106374039736877606230/about?hl=en-US,,ChIJB2Vlhah3AjoRe1GFj0pHn9c
"Kardico Cardboard Boxes","44a, Badridas Temple Street, Badridas Temple Street, Kolkata, West Bengal 700004, India","44a, Badridas Temple Street, Badridas Temple Street, Kolkata","033 2350 8296","+91 33 2350 8296","22.565466,88.356184",22.565466,88.356184,,,"store / establishment",https://plus.google.com/117407477550325088857/about?hl=en-US,,ChIJg943uKl3AjoRdRUqPH0-xws
Pinax,"Circus Avenue, Bhowanipore, Kolkata, West Bengal 700020, India","Circus Avenue, Bhowanipore, Kolkata","033 2289 1758","+91 33 2289 1758","22.540638,88.355768",22.540638,88.355768,,,establishment,https://plus.google.com/100362275906010275290/about?hl=en-US,http://www.pinaxgroup.in,ChIJ7wZXjxh3AjoRPK1ylYKgdOQ
"Shah & Sons","13a, Nirmal Chandra Street, Bow Bazaar, Bow Bazaar, Kolkata, West Bengal 700012, India","13a, Nirmal Chandra Street, Bow Bazaar, Bow Bazaar, Kolkata","033 2236 0071","+91 33 2236 0071","22.569725,88.360899",22.569725,88.360899,,,establishment,https://plus.google.com/100868942630612386371/about?hl=en-US,,ChIJ95axUap3AjoRZraUZnhkUfA
"Calcutta Paper Mart","113B, Manohar Das Chowk, Burrabazar, Barabazar Market, Kolkata, West Bengal 700007, India","113B, Manohar Das Chowk, Burrabazar, Barabazar Market, Kolkata","033 2272 6293","+91 33 2272 6293","22.581403,88.349798",22.581403,88.349798,,,establishment,https://plus.google.com/101759779049625417948/about?hl=en-US,,ChIJ9cc82bt3AjoRt1eXtc_tXQQ
"Purusattam Dass & Co","12, Armenian Street, B B D Bagh, B B D Bagh, Kolkata, West Bengal 700001, India","12, Armenian Street, B B D Bagh, B B D Bagh, Kolkata","033 2215 7898","+91 33 2215 7898","22.571184,88.347005",22.571184,88.347005,,,establishment,https://plus.google.com/114169964764123279665/about?hl=en-US,,ChIJ____v6N3AjoRfmIxXkcpTaA
"Desh Bandhu Paper Corner","84/A, Vivekananda Road, Vivekananda Road, Kolkata, West Bengal 700006, India","84/A, Vivekananda Road, Vivekananda Road, Kolkata","033 3242 6613","+91 33 3242 6613","22.585672,88.367501",22.585672,88.367501,,,establishment,https://plus.google.com/109577839885118770154/about?hl=en-US,,ChIJUQ0kEkF2AjoRuh3MykCrt-s
"Dakshinkali Board House","24/1, Amherst Street : Buddhu Ostagar Lane, Amherst Street, Kolkata, West Bengal 700009, India","24/1, Amherst Street : Buddhu Ostagar Lane, Amherst Street, Kolkata","033 2350 4122","+91 33 2350 4122","22.584257,88.373349",22.584257,88.373349,,,establishment,https://plus.google.com/105019465382481830702/about?hl=en-US,,ChIJaULbMEZ2AjoR93WWNGCFKUk
"Bharat Paper & Board Co","106b, Raja Ram Mohan Roy Sarani, Amherst Street, Raja Ram Mohan Roy Sarani, Kolkata, West Bengal 700009, India","106b, Raja Ram Mohan Roy Sarani, Amherst Street, Raja Ram Mohan Roy Sarani, Kolkata","033 2350 1765","+91 33 2350 1765","22.584257,88.373349",22.584257,88.373349,,,establishment,https://plus.google.com/110534790678033099961/about?hl=en-US,,ChIJaULbMEZ2AjoRansWB9KRst8
"Corrugated Products","c, 62, Maniktala Main Road, BRS 10, Kankurgachi, Kolkata, West Bengal 700054, India","c, 62, Maniktala Main Road, BRS 10, Kankurgachi, Kolkata","033 2352 2641","+91 33 2352 2641","22.582728,88.384426",22.582728,88.384426,,,establishment,https://plus.google.com/104579374686931292413/about?hl=en-US,,ChIJAQAAAHF2AjoRartMFc-248A
"Paper Printers Of India","30, Panchanan Ghosh Lane, Amherst Street, Amherst Street, Kolkata, West Bengal 700009, India","30, Panchanan Ghosh Lane, Amherst Street, Amherst Street, Kolkata","033 2350 0817","+91 33 2350 0817","22.584257,88.373349",22.584257,88.373349,,,establishment,https://plus.google.com/107574907795948023057/about?hl=en-US,,ChIJaULbMEZ2AjoRYf0Zho8p8eU
