"Ypnepal.com Listing ID",Company,Description,Address,"P.O. Box",City,Country,Phone,Mobile,Fax,Email,URL,Updated,Categories,location-lat-lng,location-lat,location-lng
2260,"Paper Bag Production",,Bagbazar,,Kathmandu,Nepal,"00977-1-4222174, 4253531",,,,,2009-11-07,"Bags & Wrappers","27.701691866146,85.320596694946",27.701691866146,85.320596694946
2261,"Paper Bag Prodution",,Dadhikot,,Kathmandu,Nepal,"00977-1-6635644, 6631421",,,,,2009-11-07,"Bags & Wrappers","27.701691866146,85.320596694946",27.701691866146,85.320596694946
2262,"Pashupati Bag Udhyog",,Bhimsensthan,,Kathmandu,Nepal,00977-1-4263167,,,,,2009-11-07,"Bags & Wrappers","27.701691866146,85.320596694946",27.701691866146,85.320596694946
2263,"Rainbow Paper Bags and Packaging Products",,Kapan,,Kathmandu,Nepal,00977-1-4484990,,,,,2009-11-07,"Bags & Wrappers","27.701691866146,85.320596694946",27.701691866146,85.320596694946
2264,"RD Bag Collection",,"New Road",,Kathmandu,Nepal,00977-1-4265558,,,,,2009-11-07,"Bags & Wrappers","27.701691866146,85.320596694946",27.701691866146,85.320596694946
2265,"Readymade Bag Stores",,Fasikeva,,Kathmandu,Nepal,00977-1-4249632,,,kailashjain2000@yahoo.com,,2009-11-07,"Bags & Wrappers","27.701691866146,85.320596694946",27.701691866146,85.320596694946
2266,"S. S. Product",,Anamnagar,,Kathmandu,Nepal,"00977-1-4230680, 4229736, 4248982",,,basnetmadan@hotmail.com,,2009-11-07,"Bags & Wrappers","27.701691866146,85.320596694946",27.701691866146,85.320596694946
2267,"S. Shrestha Bag Shop",,"New Road",,Kathmandu,Nepal,00977-1-4226612,,,,,2009-11-07,"Bags & Wrappers","27.701691866146,85.320596694946",27.701691866146,85.320596694946
2268,"S. T. Bag Shop",,"New Road",,Kathmandu,Nepal,00977-1-4249176,,,,,2009-11-07,"Bags & Wrappers","27.701691866146,85.320596694946",27.701691866146,85.320596694946
2269,"Sagar Bag Udyog",,"Ranjana Galli",,Kathmandu,Nepal,"00977-1-4230328, 4266107, 9841220966",,,,,2009-11-07,"Bags & Wrappers","27.701691866146,85.320596694946",27.701691866146,85.320596694946
2270,Shangrila,,"Bishal Bazar",,Kathmandu,Nepal,"00977-1-4246364, 4242748",,,,,2009-11-07,"Bags & Wrappers","27.701691866146,85.320596694946",27.701691866146,85.320596694946
2271,"Shiva Shakti Bag, Purse, Belt  Udyog",,"Deshi Line",,Dharan,Nepal,"524779, 520049",,,,,2009-11-07,"Bags & Wrappers","26.816667,87.266667",26.816667,87.266667
2272,"Shree Krishna Enterprises",,"Iti Tole",,Kathmandu,Nepal,"00977-1-5538812, 5550138",,,,,2009-11-07,"Bags & Wrappers","27.701691866146,85.320596694946",27.701691866146,85.320596694946
2273,"Triveni Synpacks (P) Ltd.",,Pipara,,Bara,Nepal,053-520230,,,,,2009-11-07,"Bags & Wrappers","27.1341114,85.0649071",27.1341114,85.0649071
2274,"Triveni Synpacks (P) Ltd.",,Indrachowk,"772, Ktm",Kathmandu,Nepal,"00977-1-4224074, 4248732",,00977-1-4224037,tsy@mos.com.np,,2009-11-07,"Bags & Wrappers","27.701691866146,85.320596694946",27.701691866146,85.320596694946
11369,"U.K. Plastic Industries/Anisha Plastic Udhyog",,"Bhote Bahal",,Kathmandu,Nepal,"00977-1-4247959, 4232719",,,,,2009-11-07,"Electrical Goods Manufacturers","27.701691866146,85.320596694946",27.701691866146,85.320596694946
12179,"Plastic Fiber Glass Industry P. Ltd.",,"Indra Chowk",,Kathmandu,Nepal,"00977-1-4227709, 4274107, 4276226",,00977-1-4491364,,,2009-11-07,"Fibre Glass & Products","27.701691866146,85.320596694946",27.701691866146,85.320596694946
14100,"Archies Paper Rose Shop",,Jawalakhel,,Kathmandu,Nepal,00977-1-5551074,,,,,2009-11-07,"Gifts & Novelties","27.701691866146,85.320596694946",27.701691866146,85.320596694946
14834,"Cottage Paper Crafts",,Thamel,"21442, Ktm",Kathmandu,Nepal,"00977-1-4701246, 4701155",,,info@cottagepaper.com.np,http://www.cottagepaper.com,2009-11-07,Handicrafts,"27.701691866146,85.320596694946",27.701691866146,85.320596694946
15038,"Nawa Durga Paper Recycling",,"Industrial Estate",,Pokhara,Nepal,520591,,,,,2009-11-07,Handicrafts,"28.26689192466,83.968505859375",28.26689192466,83.968505859375
15066,"Nepali Paper Craft Manufacturer",,Yetkha,,Kathmandu,Nepal,"00977-1-4248896, 4810003",,,craft@ntc.net.np,,2009-11-07,Handicrafts,"27.701691866146,85.320596694946",27.701691866146,85.320596694946
15176,"Shrestha Handmade Paper House",,Dhalku,,Kathmandu,Nepal,00977-1-4255188,,00977-1-4263502,rabipaper@hotmail.com,,2009-11-07,Handicrafts,"27.701691866146,85.320596694946",27.701691866146,85.320596694946
15209,"Swan Paper Production",,"Adarsha Nagar",,Birgunj,Nepal,521513,,,,,2009-11-07,Handicrafts,"27.010428,84.877352",27.010428,84.877352
15418,"Annapurna Handmade Paper Craft",,Ason,,Kathmandu,Nepal,00977-1-4254238,,,ahpcnepal@wlink.com.np,,2009-11-07,"Handicrafts- Paper","27.701691866146,85.320596694946",27.701691866146,85.320596694946
15420,"Bajracharya Handmade Paper Shop",,"Narsingh Chowk, Thamel",,Kathmandu,Nepal,00977-1-4254772,,,bajracharyaanil@hotmail.com,,2009-11-07,"Handicrafts- Paper","27.701691866146,85.320596694946",27.701691866146,85.320596694946
15421,"Bhaktapur Craft Paper Ltd.",,Byasi,,Bhaktapur,Nepal,"6610795, 6611071",,6610228,crafts@bcp.wlink.com.np,http://www.bhaktapurcraft.com,2009-11-07,"Handicrafts- Paper","27.672222,85.427778",27.672222,85.427778
15422,"Chyorolpa Paper Craft",,Kapan,,Kathmandu,Nepal,00977-1-2072060,,,chyorolpa@yahoo.com,,2009-11-07,"Handicrafts- Paper","27.701691866146,85.320596694946",27.701691866146,85.320596694946
15424,"Dangol Paper Craft",,Thamel,"14210, Ktm",Kathmandu,Nepal,"00977-1-4890205, 4700611",,,dangolpaper@wlink.com.np,http://www.dangolpapercraft.com.np,2009-11-07,"Handicrafts- Paper","27.701691866146,85.320596694946",27.701691866146,85.320596694946
15425,"Daphne Paper Craft",,Thamel,"5046, Ktm",Kathmandu,Nepal,00977-1-4700941,,00977-1-5541934,,,2009-11-07,"Handicrafts- Paper","27.701691866146,85.320596694946",27.701691866146,85.320596694946
15426,"Daphne Paper Mill & Bindery (P) Ltd.",,Buddhanagar,"8973 NPC 634",Kathmandu,Nepal,"00977-1-4780945, 4781630, 4700632 (Showroom)",,,info@daphne.com.np,http://www.daphne.com.np,2009-11-07,"Handicrafts- Paper","27.701691866146,85.320596694946",27.701691866146,85.320596694946
15428,"Handmade Paper Products",,Pepsicola,,Kathmandu,Nepal,00977-1-4992610,,00977-1-4278088,crestabharat@gmail.com,,2009-11-07,"Handicrafts- Paper","27.701691866146,85.320596694946",27.701691866146,85.320596694946
15429,"Himalayan Yeti Handmade Paper",,Jorpati,,Kathmandu,Nepal,"00977-1-4476134, 9841368170",,,,,2009-11-07,"Handicrafts- Paper","27.701691866146,85.320596694946",27.701691866146,85.320596694946
15430,"Jamarko Handmade Paper Product",,Galkopakha,"2487, Ktm",Kathmandu,Nepal,"00977-1-2080162, 4351050",,,jamarko@hotmail.com,,2009-11-07,"Handicrafts- Paper","27.701691866146,85.320596694946",27.701691866146,85.320596694946
15433,"Kumari Hand Made Paper",,Thamel,"12229, Ktm",Kathmandu,Nepal,00977-1-4258846,,00977-1-4425926,kumarihandmade@hotmail.com,,2009-11-07,"Handicrafts- Paper","27.701691866146,85.320596694946",27.701691866146,85.320596694946
15434,"Lokta Paper Craft Manufacturer & Exporter",,Jawalakhel,"1689, Ktm",Lalitpur,Nepal,5000065,9851035668,,lokta@mos.com.np,http://www.nepalipaper.com,2009-11-07,"Handicrafts- Paper","27.666667,85.316667",27.666667,85.316667
15435,"M. M. E. Hand Made Paper Center",,Thamel,,Kathmandu,Nepal,00977-1-4254079,,,,,2009-11-07,"Handicrafts- Paper","27.701691866146,85.320596694946",27.701691866146,85.320596694946
15438,"Natural Paper Craft",,Mandikhatar,,Kathmandu,Nepal,00977-1-4375410,,,naturalpapercraft@enet.com.np,,2009-11-07,"Handicrafts- Paper","27.701691866146,85.320596694946",27.701691866146,85.320596694946
15443,"Shrestha Hand Made Paper House",,Chhetrapati,,Kathmandu,Nepal,"00977-1-4255188, 9841212936",,00977-1-4263502,rabipaper@hotmail.com,,2009-11-07,"Handicrafts- Paper","27.701691866146,85.320596694946",27.701691866146,85.320596694946
15446,"The Paper Park",,Thamel,"3718, Ktm",Kathmandu,Nepal,00977-1-4700475,,00977-1-4417979,paperpark@wlink.com.np,http://www.handmadepaperpark.com,2009-11-07,"Handicrafts- Paper","27.701691866146,85.320596694946",27.701691866146,85.320596694946
16805,"Nepal Plastic Surgery Hospital",,Hatiban,,Kathmandu,Nepal,00977-1-5250665,,,,,2009-11-07,Hospitals,"27.701691866146,85.320596694946",27.701691866146,85.320596694946
17610,"Milton Plastic",,"Pashupati Plaza","2342, Ktm",Kathmandu,Nepal,00977-1-4240649,,00977-1-4425142,,,2009-11-07,"Household Commodities","27.701691866146,85.320596694946",27.701691866146,85.320596694946
21037,"R. B. News Paper Traders",,Jhochhen,"8978 CPC 41",Kathmandu,Nepal,"00977-1-2020247, 4232784, 5553931",,,rbnewspaper@hotmail.com,,2009-11-07,"Newspapers & Magazine Distributors","27.701691866146,85.320596694946",27.701691866146,85.320596694946
21038,"United Newspaper Agency (P) Ltd.",,"Machhindra Bahal","4088, Ktm",Kathmandu,Nepal,00977-1-4230990,,,,,2009-11-07,"Newspapers & Magazine Distributors","27.701691866146,85.320596694946",27.701691866146,85.320596694946
21184,"Metro Fortnightly Magpaper",,Chakupat,"13989 BPS 500",Kathmandu,Nepal,"00977-1-5522472, 5529726",,,info@bitarak.com,,2009-11-07,"Newspapers, Magazine & Periodicals","27.701691866146,85.320596694946",27.701691866146,85.320596694946
22154,"Ace Packaging Pvt. Ltd.",,Jwagal,"10725, Ktm",Kathmandu,Nepal,00977-1-5539111,,00977-1-5548033,,,2009-11-07,"Packaging Industries","27.701691866146,85.320596694946",27.701691866146,85.320596694946
22155,"Ace Packaging Pvt. Ltd.",,HID,,Hetauda,Nepal,"521297, 521722, 9851055548",,521722,acepack@ecomail.com,,2009-11-07,"Packaging Industries","27.416667,85.033333",27.416667,85.033333
22156,"Ashok Paper Packaging Industries",,Katahari,,Biratnagar,Nepal,"021-522034, 522606",,,,,2009-11-07,"Packaging Industries","26.4542,87.2797",26.4542,87.2797
22157,"Ayush Printing & Packaging Industries",,"New Road","2139, Ktm",Kathmandu,Nepal,"00977-1-4268816, 9851040895",,,,,2009-11-07,"Packaging Industries","27.701691866146,85.320596694946",27.701691866146,85.320596694946
22158,"Dalmia Print & Packaging Udyog Pvt. Ltd.",,Kupondole,,Kathmandu,Nepal,00977-1-5528928,,,,,2009-11-07,"Packaging Industries","27.701691866146,85.320596694946",27.701691866146,85.320596694946
22159,"Doree Printers",,Lazimpat,"4247, Ktm",Kathmandu,Nepal,00977-1-4415399,,00977-1-4412746,doree@hons.com.np,,2009-11-07,"Packaging Industries","27.701691866146,85.320596694946",27.701691866146,85.320596694946
22160,"Flexible Packaging (P) Ltd.",,Duhabi,,Dharan,Nepal,"025-540034, 540164",,540035,pbicd@ntc.net.np,,2009-11-07,"Packaging Industries","26.816667,87.266667",26.816667,87.266667
22161,"General Printing & Packaging (P) Ltd.",,Kupondole,,Kathmandu,Nepal,00977-1-5523655,,00977-1-5537267,,,2009-11-07,"Packaging Industries","27.701691866146,85.320596694946",27.701691866146,85.320596694946
22162,"Global Polypackaging Industries",,Biratnagar,,Biratnagar,Nepal,521270,,526011,,,2009-11-07,"Packaging Industries","26.4542,87.2797",26.4542,87.2797
22163,"Goshali Packaging Ind. (P) Ltd.",,"Ind. Estate",,Pokhara,Nepal,"521885, 520369, 520088",,523588,,,2009-11-07,"Packaging Industries","28.26689192466,83.968505859375",28.26689192466,83.968505859375
22164,"Goshali Print Pack Pvt. Ltd.",,"Ind. Estate","16, Pkr",Pokhara,Nepal,"527588, 526588",,523588,,,2009-11-07,"Packaging Industries","28.26689192466,83.968505859375",28.26689192466,83.968505859375
22165,"Harisiddhi Packaging Industries P. Ltd.",,Imadole,,Kathmandu,Nepal,00977-1-5540656,,,,,2009-11-07,"Packaging Industries","27.701691866146,85.320596694946",27.701691866146,85.320596694946
22166,"Himalayan Everest Paper Packaging Pvt. Ltd.",,Chhauni,"1290, ktm",Kathmandu,Nepal,"00977-1-4350973, 4278032, 9851049170",,00977-1-4280936,,,2009-11-07,"Packaging Industries","27.701691866146,85.320596694946",27.701691866146,85.320596694946
22167,"Ishwor Packaging Industries (P) Ltd.",,Thasikhel,,Kathmandu,Nepal,00977-1-5536861,,,,,2009-11-07,"Packaging Industries","27.701691866146,85.320596694946",27.701691866146,85.320596694946
22168,"Jagadamba Printing & Packing",,Birgunj,,Birgunj,Nepal,"522330, 521330",,523185,,,2009-11-07,"Packaging Industries","27.010428,84.877352",27.010428,84.877352
22169,"Jaya Packaging (P) Ltd.",,Pokhara,"403, Pkr",Pokhara,Nepal,"521161, 522925, 522926",,520726,sujal@mos.com.np,,2009-11-07,"Packaging Industries","28.26689192466,83.968505859375",28.26689192466,83.968505859375
22170,"Kailash Cartons Industries P. Ltd.",,Birgunj,,Birgunj,Nepal,580451,,,,,2009-11-07,"Packaging Industries","27.010428,84.877352",27.010428,84.877352
22171,"Laminar P. Ltd.",,"Jahada Road-13",,Biratnagar,Nepal,"528752, 530092, 523572",,,info@ppilam.com,,2009-11-07,"Packaging Industries","26.4542,87.2797",26.4542,87.2797
22172,"Mahabir Tea Packing Udyog",,"Ward 8",,Biratnagar,Nepal,524849,,,,,2009-11-07,"Packaging Industries","26.4542,87.2797",26.4542,87.2797
22173,"Modern Packaging Industry",,Balaju,"544, Ktm",Kathmandu,Nepal,"00977-1-4350983, 4354484",,00977-1-4223997,modpack@wlink.com.np,,2009-11-07,"Packaging Industries","27.701691866146,85.320596694946",27.701691866146,85.320596694946
22174,"Multi Pac Print",,Kuleshwor,,Kathmandu,Nepal,00977-1-4279706,,00977-1-4286514,multi@wlink.com.np,,2009-11-07,"Packaging Industries","27.701691866146,85.320596694946",27.701691866146,85.320596694946
22175,"Narayan Polypack Udyog (P) Ltd.",,Tinpaini,,Biratnagar,Nepal,526037,,,,,2009-11-07,"Packaging Industries","26.4542,87.2797",26.4542,87.2797
22176,"Nepal Polypack (P) Ltd.",,Biratnagar,,Biratnagar,Nepal,"526396, 522545",,522800,dbgoyal@ccsl.com.np,,2009-11-07,"Packaging Industries","26.4542,87.2797",26.4542,87.2797
22177,"Nepal Printing & Packaging Co. (P.) Ltd.",,Chhauni,,Kathmandu,Nepal,00977-1-4281723,00977-9841259177,,nepalprintingpackaging@gmail.com,,2009-11-07,"Packaging Industries","27.701691866146,85.320596694946",27.701691866146,85.320596694946
22178,"Nep-Ind Flexipack (P) Ltd.",,"Krishna Kunj, Adarsha Tole",,Biratnagar,Nepal,"021-526815, 528771",,021-524102,,http://www.kwalitynepal.com,2009-11-07,"Packaging Industries","26.4542,87.2797",26.4542,87.2797
22179,"New Packaging Udyog",,Kuleshwor,,Kathmandu,Nepal,00977-1-4277394,,,,,2009-11-07,"Packaging Industries","27.701691866146,85.320596694946",27.701691866146,85.320596694946
22180,"Om Pashupati Packaging Ind.",,Tankisinuwari,,Biratnagar,Nepal,527155,,,,,2009-11-07,"Packaging Industries","26.4542,87.2797",26.4542,87.2797
22181,"Packaging Product",,Lazimpat,"4247, Ktm",Kathmandu,Nepal,00977-1-4415399,,00977-1-4412746,info@nepalprinters.com,http://www.nepalprinters.com,2009-11-07,"Packaging Industries","27.701691866146,85.320596694946",27.701691866146,85.320596694946
22182,"Pashupati Box Factory (P) Ltd.",,Dillibazar,"260, Ktm",Kathmandu,Nepal,"00977-1-4473697, 4474694",,00977-1-4474694,,,2009-11-07,"Packaging Industries","27.701691866146,85.320596694946",27.701691866146,85.320596694946
22183,"Pashupati Box Factory (P) Ltd.",,Shreepur,,Birgunj,Nepal,"522438, 522455",,522455,,,2009-11-07,"Packaging Industries","27.010428,84.877352",27.010428,84.877352
22184,"Pashupati Printing & Packaging P. Ltd.",,"Kalika Nagar",,Bhairahawa,Nepal,520693,,,,,2009-11-07,"Packaging Industries","27.5,83.45",27.5,83.45
22185,"Pawan Packaging Industry",,Thasikhel,"2493, Ltp",Kathmandu,Nepal,"00977-1-5536861, 4267258, 9851052365",,,,,2009-11-07,"Packaging Industries","27.701691866146,85.320596694946",27.701691866146,85.320596694946
22186,"Quality Print Pack",,Naxal,,Kathmandu,Nepal,00977-1-4424316,,,printpack@wlink.com.np,,2009-11-07,"Packaging Industries","27.701691866146,85.320596694946",27.701691866146,85.320596694946
22187,"Quality Print Pack",,Banepa,,Banepa,Nepal,011-661174,9851064606,,,,2009-11-07,"Packaging Industries","27.633333,85.516667",27.633333,85.516667
22188,"Reliable Packaging Ind. (P) Ltd.",,Dhobikhola,"1063, Ktm",Kathmandu,Nepal,00977-1-4470123,00977-9851022242,00977-1-4474620,ripenbrt@wlink.com.np,,2009-11-07,"Packaging Industries","27.701691866146,85.320596694946",27.701691866146,85.320596694946
22189,"Reliable Packaging Ind. (P) Ltd.",,"Dharan Road",,Biratnagar,Nepal,525135,,,,,2009-11-07,"Packaging Industries","26.4542,87.2797",26.4542,87.2797
22190,"Reliable Packaging Ind. (P) Ltd.",,Duhabi,,Dharan,Nepal,540239,,,,,2009-11-07,"Packaging Industries","26.816667,87.266667",26.816667,87.266667
22191,"Rolls Cutting & Packaging Industries",,"Devkota Chowk",,Biratnagar,Nepal,521423,,,,,2009-11-07,"Packaging Industries","26.4542,87.2797",26.4542,87.2797
22192,"S Packaging (P) Ltd.",,"Hetauda Ind. Estate",,Hetauda,Nepal,521722,,,,,2009-11-07,"Packaging Industries","27.416667,85.033333",27.416667,85.033333
22193,"Sai Packaging Industries Pvt. Ltd.",,Factory,,Kathmandu,Nepal,00977-1-5571568,,,,,2009-11-07,"Packaging Industries","27.701691866146,85.320596694946",27.701691866146,85.320596694946
22194,"Sai Packaging Industries Pvt. Ltd.",,Birgunj,,Birgunj,Nepal,580451,,,,,2009-11-07,"Packaging Industries","27.010428,84.877352",27.010428,84.877352
22195,"Savour Nepal",,Dhapasi,"25664, Ktm",Kathmandu,Nepal,"00977-1-4380367, 2004903",,,savour.nepal@gmail.com,,2009-11-07,"Packaging Industries","27.701691866146,85.320596694946",27.701691866146,85.320596694946
22196,"Shree Essel Packaging (Nepal) Pvt. Ltd.",,HID,,Hetauda,Nepal,522033,,,,,2009-11-07,"Packaging Industries","27.416667,85.033333",27.416667,85.033333
22197,"Shree Ganapati Box Industries",,Koteshwor,"544, Ktm",Kathmandu,Nepal,"00977-1-6630422, 6630916",,00977-1-6630916,,,2009-11-07,"Packaging Industries","27.701691866146,85.320596694946",27.701691866146,85.320596694946
22198,"Super Lamicoats (Pvt.) Ltd.",,Putalisadak,"623, Ktm",Kathmandu,Nepal,"00977-1-4411187, 4412268",00977-9851086620,,supersales@mcnepal.com,,2009-11-07,"Packaging Industries","27.701691866146,85.320596694946",27.701691866146,85.320596694946
22199,"Super Lamicoats (Pvt.) Ltd.",,"HID, Hetauda",,Hetauda,Nepal,"521726, 521275",,521275,,,2009-11-07,"Packaging Industries","27.416667,85.033333",27.416667,85.033333
22200,"Unique Packaging Ind. (P) Ltd.",,Putalisadak,"623, Ktm",Kathmandu,Nepal,"00977-1-4412268, 4411187",,00977-1-4412961,,,2009-11-07,"Packaging Industries","27.701691866146,85.320596694946",27.701691866146,85.320596694946
22201,"United Polysacks (P) Ltd.",,Kupondole,"12247, Ktm",Kathmandu,Nepal,"00977-1-5011613, 5011614",,00977-1-5011612,unitedp@ccsl.com.np,,2009-11-07,"Packaging Industries","27.701691866146,85.320596694946",27.701691866146,85.320596694946
22202,"Venus Packaging Industry",,Imadole,,Lalitpur,Nepal,5200589,9851042958,,sandipamatya@gmail.com,,2009-11-07,"Packaging Industries","27.666667,85.316667",27.666667,85.316667
22203,"Vinex Packaging Industries Pvt. Ltd.",,Gwarko,"12983, Ktm",Kathmandu,Nepal,00977-1-5200589,,00977-1-4411525,uttam@ecomail.com.np,,2009-11-07,"Packaging Industries","27.701691866146,85.320596694946",27.701691866146,85.320596694946
22209,"Vikash Plastic Store",,Dharmapath,,Kathmandu,Nepal,00977-1-4223437,,,,,2009-11-07,"Packaging Materials","27.701691866146,85.320596694946",27.701691866146,85.320596694946
22336,"Appolo Papers & Allied Industry",,Naikap,,Kathmandu,Nepal,00977-1-4312014,,,,,2009-11-07,"Paper Products","27.701691866146,85.320596694946",27.701691866146,85.320596694946
22337,"Arabinda Pulp & Paper Mills (P) Ltd.",,Sunsari,,Dharan,Nepal,560018,,,,,2009-11-07,"Paper Products","26.816667,87.266667",26.816667,87.266667
22338,"Arabinda Pulp & Paper Mills (P.) Ltd.",,Biratnagar,,Biratnagar,Nepal,"524253, 530217",,,,,2009-11-07,"Paper Products","26.4542,87.2797",26.4542,87.2797
22339,"Arun Paper Board Industires",,Katihari,,Biratnagar,Nepal,522034,,,,,2009-11-07,"Paper Products","26.4542,87.2797",26.4542,87.2797
22340,"Ashoka Carbon & Allied Industries (P) Ltd.",,"Indra Chowk","1011, Ktm",Kathmandu,Nepal,"00977-1-4226123, 4228033, 4800017",,00977-1-4430892,dinesh@pacific-nepal.com,http://www.pacific-nepal.com,2009-11-07,"Paper Products","27.701691866146,85.320596694946",27.701691866146,85.320596694946
22341,"Baba Paper Mills Pvt. Ltd.",,"Siddhartha Chowk",,Biratnagar,Nepal,"021-524377, 526610",,,manojkm.dutta@gmail.com,,2009-11-07,"Paper Products","26.4542,87.2797",26.4542,87.2797
22342,"Bagmati Paper Industries Pvt. Ltd.",,Thimi,"11362, Ktm",Bhaktapur,Nepal,"5093229, 5093183",,5093319,bagmati@paper.wlink.com.np,http://www.bagmatipaper.com,2009-11-07,"Paper Products","27.672222,85.427778",27.672222,85.427778
22343,"Bajra Handicraft",,Thamel,,Kathmandu,Nepal,00977-1-4267200,,,sagun@wlink.com.np,,2009-11-07,"Paper Products","27.701691866146,85.320596694946",27.701691866146,85.320596694946
22344,"Bipin Stationary Udhyog",,Kuleshwor,,Kathmandu,Nepal,00977-1-4256969,,,,,2009-11-07,"Paper Products","27.701691866146,85.320596694946",27.701691866146,85.320596694946
22345,"Birat Copy Udhyog",,Chabahil,"10690, Ktm",Kathmandu,Nepal,00977-1-4484565,,00977-1-4469770,,,2009-11-07,"Paper Products","27.701691866146,85.320596694946",27.701691866146,85.320596694946
