Address,"Lat/Lng Geocode"
"Mirzāpur,India","25.145825,82.569752"
"Chhapra,India","25.780998,84.730889"
"Jaunpur,India","25.755062,82.683606"
"Faizābād,India","26.776913,82.132917"
"Hājīpur,India","25.690026,85.209542"
"Gonda,India","27.13253,81.968968"
"Birgunj,Nepal","27.010428,84.877352"
"Dehri,India","24.905035,84.182893"
"Deoria,India","26.50167,83.779364"
"Bettiah,India","26.8024,84.498734"
"Siwān,India","26.221521,84.358792"
"Āzamgarh,India","26.067583,83.183639"
"Basti,India","26.794457,82.732846"
"Motīhāri,India","26.657382,84.919222"
"Sultānpur,India","26.259959,82.073137"
"Bagaha,India","24.526266,85.060941"
"Ghāzīpur,India","25.580516,83.580581"
"Nawāda,India","24.886697,85.543638"
"Jahānābād,India","25.213978,84.987723"
"Buxar,India","25.574731,83.97867"
"Aurangābād,India","24.753888,84.374065"
"Tāndā,India","26.550632,82.658018"
"Bhadohi,India","25.3949,82.566358"
"Jumri Tilaiyā,India","24.4349,85.529509"
"Bela,India","25.921038,81.99909"
"Gopālganj,India","26.46734,84.440413"
"Sītāmarhi,India","26.593565,85.490601"
"Masaurhi Buzurg,India","25.352487,85.034449"
"Bhabua,India","25.041331,83.607886"
"Padrauna,India","26.904237,83.981042"
"Bikramganj,India","25.212616,84.254091"
"Fatwa,India","25.509735,85.30273"
"Daudnagar,India","25.034751,84.400167"
"Bānsi,India","27.179786,82.934094"
"Ghosi,India","26.103181,83.543789"
"Rājgīr,India","25.027701,85.421329"
"Robertsganj,India","24.688895,83.066316"
"Bairāgnia,India","26.740625,85.27323"
"Barauli,India","26.381488,84.587243"
"Chunār,India","25.129094,82.883599"
"Bodh Gaya,India","24.697935,84.99213"
"Kopāganj,India","26.020288,83.565932"
"Zamānia,India","25.419614,83.557858"
"Lālganj,India","25.931825,81.704781"
"Rasrā,India","25.856909,83.85455"
"Jalālpur,India","26.31041,82.737994"
"Jagdīspur,India","25.468774,84.419253"
"Piro,India","25.329888,84.408027"
"Maner,India","25.647281,84.874182"
"Lār,India","26.202578,83.967921"
"Shāhganj,India","26.05263,82.68134"
"Husainābād,India","24.528495,83.999997"
"Marhaura,India","25.969273,84.862213"
"Mauganj,India","24.666287,81.874103"
"Mehndāwal,India","26.976844,83.10973"
"Ahraurā,India","25.01611,83.033074"
"Sheohar,India","26.513934,85.293405"
"Sikandarpur,India","26.043056,84.054257"
"Reoti,India","25.850169,84.377943"
"Saidpur,India","25.538343,83.221222"
"Phūlpur,India","25.548422,82.089782"
"Mariāhū,India","25.600029,82.601871"
"Nabīnagar,India","24.606582,84.12719"
"Chillūpār,India","26.282591,83.506784"
"Mau Aimma,India","25.694525,81.922587"
"Tekāri,India","24.942165,84.842997"
"Handiā,India","25.363443,82.187715"
"Chākia,India","26.415976,85.046654"
"Belthara,India","26.127467,83.890778"
"Teonthar,India","24.982092,81.642239"
"Pipraich,India","26.827992,83.526886"
"Shāhpur,India","25.602127,84.404118"
"Mehnagar,India","25.87852,83.115588"
"Kota,India","24.447107,83.130256"
"Bānsgaon,India","26.55222,83.344941"
"Shankargarh,India","25.179776,81.617087"
"Kirākat,India","25.636981,82.916052"
"Amethi,India","26.156829,81.805674"
"Bilariāganj,India","26.197008,83.227713"
"Bīkāpur,India","26.594523,82.132531"
"Sirsa,India","25.261772,82.091431"
"Hāta,India","26.741959,83.744594"
"Sādāt,India","25.672661,83.303968"
"Mankāpur,India","27.048052,82.231002"
"Patti,India","25.921426,82.199594"
"Naigarhī,India","24.787776,81.777068"
"Haraiya,India","26.794936,82.464401"
"Tikaitnagar,India","26.945842,81.565436"
"Antu,India","26.056519,81.903388"
"Musāfirkhāna,India","26.375606,81.800021"
"Kādīpur,India","26.167787,82.370275"
"Lal Bhadurtol,Nepal","27.0514001052,85.4406262912"
"Ghatdamar,Nepal","27.2359396601,85.4116868954"
"Dumariya,Nepal","26.81878803,85.4037304439"
"Ramauli,Nepal","27.1041392545,84.9710574921"
"Pakadia,Nepal","26.9099005413,85.5009054242"
"Lāi,India","25.508422,84.808536"
"Bijayabasti,Nepal","27.2557435673,84.681632526"
"Bhīta,India","25.309421,81.790809"
"Nahiān,India","25.458084,82.907313"
"Dhawatola,Nepal","26.91847734,85.1037761433"
"Chanāri,India","24.916177,83.79591"
"Katea,India","26.566447,84.084925"
"Barka Katra,India","25.192467,83.767489"
"Kharāri,India","25.063629,83.954877"
"Phephna,India","25.774052,84.048858"
"Pāi Bigha,India","25.051322,84.919104"
"Khāmpār,India","26.352052,84.065138"
"Balusasan,India","26.840129,83.068419"
"Jathwāra,India","25.824922,81.772687"
"Aswari,Nepal","27.1050565142,84.6857058111"
"Tacauna,India","26.303478,83.087729"
"Mehdia,India","26.43938,83.44589"
"Rudauli,India","26.749925,81.749242"
"Rāmpur,India","30.252142,77.697261"
"Kusera,India","24.729175,82.502795"
"Kesrāwāndih,India","25.950401,85.304183"
"Rasūlpur,India","26.892652,84.424428"
"Bhore,India","26.447809,84.105305"
"Amra,India","25.317399,83.444039"
"Chatia,India","26.5394,84.566238"
"Basabariya,Nepal","27.1840653019,84.8776197892"
"Mandgaan,India","24.506813,81.886464"
"Tumba,India","24.738529,84.029461"
"Jākhim,India","24.837851,84.525204"
"Bhāda,India","26.177137,82.051304"
"Dehrī,India","25.425327,83.818974"
"Kushawartol,Nepal","27.1463660123,85.418475834"
"Birhar,India","26.486213,82.963847"
"Meja,India","25.142466,82.104195"
"Bhauvāpār,India","26.66846,83.372418"
"Bīrpur Katra,India","27.207965,81.790216"
"Amhat,India","25.776371,83.806259"
"Uska,India","27.193543,83.121948"
"Kantai,India","26.214214,85.297487"
"Pipra,India","26.48945,84.980062"
"Halia,India","24.828046,82.322213"
"Daunā,India","25.76268,83.020422"
"Nāugarh,India","24.83316,83.258935"
"Jāmtālī,India","25.836819,82.122491"
"Agiāon,India","25.378327,84.610299"
"Sarāi Kheta,India","25.968966,82.681323"
"Dhanesa,India","26.603327,81.583159"
"Darman,India","24.741909,83.443107"
"Bhagwānpur,India","26.188368,84.896755"
"Durjanpur,India","25.769842,84.395516"
"Paghaura,India","24.876503,82.786689"
"Deo,India","24.658461,84.437119"
"Gahmar,India","25.49881,83.809625"
"Rājanr,India","24.722122,85.448236"
"Chāndni,India","24.513503,83.397833"
"Pāra,India","25.65938,83.638951"
"Dubaulia,India","26.700358,82.505331"
"Mehnār,India","25.607725,85.485095"
"Ghasia,India","25.28602,82.435892"
"Dawāmi,India","25.8666667,83.5666667"
"Kamāt,India","24.597591,84.816795"
"Arwal,India","25.248779,84.666294"
"Barāgaon,India","25.925344,84.138837"
"Kurtha,India","25.124299,84.811044"
"Ama,India","26.878774,82.651618"
"Nūr Sarai,India","25.274656,85.458042"
"Jiwdhara,India","26.580338,84.909705"
"Rānīganj,India","24.43818,84.59133"
"Pahwāri,India","25.035306,81.953866"
"Mehrāwān,India","25.872102,82.688704"
"Agori Khas,India","24.546974,82.964818"
"kamharia,India","26.375107,83.084616"
"Barokhar,India","24.900991,81.943863"
"Dumri,India","25.475394,85.091011"
"Karār,India","24.848212,83.541463"
"Kothili,India","26.978312,82.688249"
"Arāi,India","24.9333333,85.3166667"
"Gunri,India","25.640658,84.658154"
"Mujra,India","27.1666667,84.35"
"Pichhli,India","24.60023,85.445923"
"Sarāi,India","25.78244,85.273809"
"Baburi,India","25.172888,83.181075"
"Sathri,India","26.705092,82.076991"
"Tarabganj,India","26.957469,81.9893"
"Runi Saiyadpur,India","26.374557,85.490527"
"Turki,India","26.03806,85.357678"
"Kathmandu,Nepal","27.701691866146,85.320596694946"
"Pokhara,Nepal","28.26689192466,83.968505859375"
"Bahraich,India","27.574301,81.595881"
"Bharatpur,Nepal","27.6833333,84.4333333"
"Butwāl,Nepal","27.700554,83.448358"
"Hitura,Nepal","27.428391,85.032192"
"Balrāmpur,India","27.427657,82.187104"
"Nepalgunj,Nepal","28.05,81.616667"
"Siddharthanagar,Nepal","27.5,83.45"
"Birendranagar,Nepal","28.6019444,81.6338889"
"Tulsīpur,Nepal","28.130986,82.297263"
"Nautanwa,India","27.427517,83.417893"
"Utraulā,India","27.319294,82.418384"
"Panaoti,Nepal","27.581377,85.5124"
"Tānsen,Nepal","27.867307,83.546699"
"Bāglung,Nepal","28.27189,83.589755"
"Tulsīpur,India","27.533702,82.41653"
"Bhinga,India","27.703542,81.934171"
"Wāling,Nepal","27.9833333,83.7666667"
"Dailekh,Nepal","28.844343,81.710114"
"Nichlaul,India","27.312468,83.7253"
"Ikauna,India","27.530199,81.968769"
"Jumla,Nepal","29.274720022579,82.183828353882"
"Besisahar,Nepal","28.2341667,82.4127778"
"Saga,China","29.323672505659,85.226011276245"
"Chitre,Nepal","28.426731745766,83.690757751465"
"Chhipra,Nepal","29.927861900358,81.839561462402"
"Kharpunath,Nepal","30.046510344526,82.157135009766"
"Tharpaila,Nepal","27.857933917,83.0407111479"
"Pokhari Gau,Nepal","27.865897579777,84.815123677254"
"Gopalpur,Nepal","27.548470443,83.0222786249"
"Tallo Dolaghat,Nepal","29.1924246492,82.4403042357"
"Sano Bhorle,Nepal","27.9717185248,85.2580314178"
"Phedi Patan,Nepal","28.1704498486,83.9899827978"
"Ambabas,Nepal","27.4676736465,84.2832841723"
"Neta Pokhara,Nepal","28.1159566428,83.4648586073"
"Haniman,Nepal","28.4522267452,81.8853792086"
"Kandagaun,Nepal","28.6918874874,82.4770425289"
"Serma,Nepal","28.3921258358,83.241934139"
"Dobhankharka,Nepal","28.2235538929,84.5730799237"
"Rampot,Nepal","28.0135658396,83.1367445855"
"Khala Dil,Nepal","29.617350952,81.7434471939"
"Khode,Nepal","27.8294444119,84.4483708681"
"Deurali,Nepal","27.9033606239,84.231805366"
"Dhaireni,Nepal","28.1365799771,83.006198986"
"Narga,Nepal","28.2967003632,82.949753008"
"Bayapakha,Nepal","28.21522153,82.9264405776"
"Jugena,Nepal","28.1145544079,82.6836751401"
"Pakari,Nepal","27.8935732227,83.8221000113"
"Belwa,Nepal","28.2446186975,81.5779042223"
"Phaparbari,Nepal","27.3517283984,85.3513295867"
"Bhulambas,Nepal","28.4067850379,82.6124502069"
"Mauwabari,Nepal","28.5036491379,82.7334246134"
"Ratpate,Nepal","28.0567316731,84.0794655602"
"Himdhuski,Nepal","29.3940241885,82.1574347073"
"Gurunkholagaun,Nepal","27.7817489033,82.4695031497"
"Gamdanda,Nepal","27.68271992,84.87770865"
"Nimuriya,Nepal","27.978261314,82.524667296"
"Karki Bada,Nepal","29.5467483998,82.138719987"
"Pukyu,Nepal","28.3749414046,84.8718531665"
"Mahuwadanda,Nepal","27.486418112,85.4471811036"
"Todke,Nepal","28.3967877299,83.0205381505"
"Ugathahawa,Nepal","27.8606734989,82.4188386773"
"Thyangsyapu,Nepal","28.2100450276,85.4793996237"
"Badigaun,Nepal","28.6080354416,82.1497399347"
"Sal Pokhara,Nepal","28.7439889937,81.6040783489"
"Sukekot,Nepal","27.8146522088,83.9744739305"
"Seragau,Nepal","29.1118563679,81.692622197"
"Gurase Ban,Nepal","28.9341001688,81.9218540024"
"Timbure,Nepal","27.549884288,84.9909125603"
"Phulbari,Nepal","28.0278209268,84.8647129471"
"Melne,Nepal","28.7646179193,82.0014614544"
"Tallo Jaljala,Nepal","28.5112939075,83.2198100397"
"Mulli,Nepal","29.1468764849,81.9967252995"
"Tosinja,Nepal","28.6776117105,83.9389518383"
"Taule Bhir,Nepal","29.4736292151,82.2886555813"
"Gorkhali Bada,Nepal","29.7114718667,81.8427726162"
"Kagatigaun,Nepal","27.7876905617,85.2598958676"
"Lunggar,China","29.402,85.002"
"Mudila,Nepal","27.3510427387,83.2901970168"
"Jallahiya,Nepal","27.6551639277,82.7935185617"
"Kharba,Nepal","29.1574500468,83.1697280106"
"Patare,Nepal","28.4456652581,82.2362335343"
"Mesu,Nepal","28.8515824296,81.9642008733"
"Thakleni,Nepal","28.3397992888,81.8700729976"
"Zhadong,China","29.65,84.166667"
"Khopichar,Nepal","28.5971989182,82.5863922398"
"Bairiya,Nepal","27.6908956195,83.1882790905"
"Thuriyagoth,Nepal","28.1509024059,81.8938999637"
"Nirkot,Nepal","28.0260738056,84.5467905574"
"Bukeni,Nepal","29.8480051999,81.8620937425"
"Patakuna,Nepal","28.7734029148,82.5675927611"
"Qiangda,China","28.8313,85.2823"
"Gaqoi,China","29.7,83.5"
"Nanmarang,Nepal","28.3216202228,84.3610362715"
"Syogaun,Nepal","28.5706342343,84.7275345386"
"Lapten Tola,Nepal","27.5938076867,83.4453996046"
"Junjiaga,China","28.3138,85.3793"
"Mandara,Nepal","28.1981233575,83.4115682869"
"Sidure,Nepal","27.9864357649,83.4233177759"
"Kangning,Nepal","29.0112333496,82.9057735506"
"Naina,Nepal","29.2004274149,81.5910924312"
"Balu,Nepal","29.3973270703,81.7256138933"
"Jhigatithok,Nepal","27.8597050535,85.3117687839"
"Tharung,Nepal","28.4705760901,84.9450348117"
"Kalapani,Nepal","29.524414975,81.6166279249"
"Nimare,Nepal","28.6883609023,82.0004573187"
"Madane,Nepal","27.6101280554,84.6538157952"
"Dhawalagiri 2nd,Nepal","28.7611627144,83.3889248946"
"Bagkhor,Nepal","28.8467981398,82.2637424127"
"Chheprakhet,Nepal","29.280110241,81.6994695045"
"Kuyu,China","29.4293,84.4852"
"Apsipo,Nepal","28.6430875056,82.9225468247"
"Kurne,Nepal","28.5568487226,84.3946507974"
"Chacun,China","28.402,85.302"
"Tallo Tandi,Nepal","27.56950692,84.2774128336"
"Piple,Nepal","27.979672276,84.1368665588"
"Dhikpur,Nepal","28.054972707,82.377821343"
"Amuwa,Nepal","28.0031333235,82.0998734546"
"Khasre,Nepal","27.9653293018,82.887903204"
"Badachaur,Nepal","28.520595953,82.2507495782"
"Kyaung,Nepal","28.7670531087,84.2722757209"
"Tinghare,Nepal","27.9430291521,84.6611277349"
"Gotheri,Nepal","28.5053842716,81.5711248228"
"Chako,Nepal","28.8804599549,84.2846980501"
"Tilhar,Nepal","28.1053303057,84.390364667"
"Targyaliling,China","29.483333,85.083333"
"Syamling Gumba,Nepal","29.4341042938,82.9091526737"
"Hārta,Nepal","27.456843,84.709806"
"Mije,Nepal","28.4170461673,84.1885317499"
"Ghattekholagaun,Nepal","29.0856421715,82.4470848531"
"Khaptangchaur,Nepal","29.9128390672,82.5535968735"
"Lachhabang,Nepal","28.5830346112,83.2542897937"
"Dhaulo Takura,Nepal","27.7705278189,83.0523760526"
"Dhanara,Nepal","28.3153126069,82.6424822603"
"Choreje,Nepal","28.0562379588,85.3379407477"
"Awang,Nepal","28.2217788377,85.1354681699"
"Kamkot,Nepal","28.9032952731,82.9166542438"
"Musigaun,Nepal","29.509693326,83.1683882447"
"Mathillo Basti,Nepal","27.3162453726,84.6560247535"
"Uxu,China","29.3,85.4333333"
"Dhinga,Nepal","30.0190051705,81.7683995171"
"Kimri,Nepal","29.5790821905,82.4496447644"
"Charang,China","29.6605,85.076"
"Phumda,Nepal","28.9327532348,82.503735499"
"Mugu,Nepal","29.7434903357,82.5127123252"
"Annapurna South,Nepal","28.5208406224,83.8091032609"
"Mahu,Nepal","28.0247035332,81.8816321215"
"Chara,Nepal","28.2491064629,84.2321442733"
"Kobang,Nepal","28.688931198904,83.616600036621"
"Baskuna,Nepal","28.3551651427,83.507838391"
"Sim,Nepal","28.351968189,82.1991110893"
"Kumaltar,Nepal","27.5871000573,83.8620594995"
"Dobhan,Nepal","28.2951243913,84.9109124684"
"Kasi Dalpha,Nepal","29.28257454,82.5514048092"
"Thunbukharka,Nepal","28.6223064934,85.1253164095"
"Itawa,Nepal","27.4754190234,82.9764165153"
"Meerut,India","28.971551,77.719338"
"Aligarh,India","27.883336,78.074752"
"Bareilly,India","28.347023,79.421934"
"Morādābād,India","28.838931,78.776838"
"Muzaffarnagar,India","29.473939,77.704136"
"Mathura,India","27.501988,77.683297"
"Shāhjahānpur,India","27.881416,79.910896"
"Hāpur,India","28.730409,77.781412"
"Farrukhābād,India","27.390477,79.580065"
"Bulandshahr,India","28.402959,77.858245"
"Sambhal,India","28.583227,78.566887"
"Haridwar,India","29.947907,78.160252"
"Amroha,India","28.903136,78.469844"
"Sītāpur,India","27.561924,80.682654"
"Budaun,India","28.036202,79.12631"
"Lakhīmpur,India","27.951997,80.782569"
"Haldwani,India","29.222539,79.5286"
"Pīlībhīt,India","28.630981,79.803377"
"Hāthras,India","27.59621,78.052373"
"Hardoī,India","27.394333,80.131097"
"Chandausi,India","28.453023,78.782946"
"Khurja,India","28.254364,77.854361"
"Roorkee,India","29.863132,77.891258"
"Kasganj,India","27.805437,78.646015"
"Dhangadhi,Nepal","28.70792,80.596114"
"Mahendranagar,Nepal","28.9166667,80.3333333"
"Deoband,India","29.695045,77.679636"
"Bijnor,India","29.373001,78.136365"
"Najībābād,India","29.612071,78.343382"
"Mawana,India","29.104363,77.921342"
"Nagīna,India","29.444388,78.434876"
"Shāhābād,India","28.56681,79.009563"
"Chāndpur,India","29.135062,78.26887"
"Farīdpur,India","28.209099,79.539296"
"Bisalpur,India","28.291868,79.803067"
"Rishikesh,India","30.107784,78.292549"
"Khatauli,India","29.278798,77.731964"
"Baheri,India","28.77373,79.49553"
"Sahaswān,India","28.072454,78.749296"
"Vrindāvan,India","27.578234,77.698056"
"Gola Gokarannāth,India","28.078366,80.470536"
"Hasanpur,India","28.72268,78.283247"
"Sherkot,India","29.326269,78.574485"
"Tilhar,India","27.961396,79.739617"
"Lāharpur,India","27.710075,80.900689"
"Gulariyā,Nepal","28.2333333,81.3333333"
"Biswān,India","27.496717,80.99688"
"Ramnagar,India","29.394835,79.126934"
"Aonla,India","28.273585,79.1597"
"Sardhana,India","29.145508,77.614329"
"Pithorāgarh,India","29.583491,80.209474"
"Gulaothi,India","28.588889,77.791849"
"Seohārā,India","29.208796,78.586951"
"Manglaur,India","29.791626,77.879301"
"Ganj Dundwāra,India","27.733564,78.941767"
"Nānpāra,India","27.864592,81.500364"
"Mahmūdābād,India","27.297597,81.12399"
"Tānda,India","28.974743,78.942428"
"Tīkāpur,Nepal","28.5,81.1333333"
"Sikandra Rao,India","27.688063,78.381142"
"Pūranpur,India","28.512827,80.14829"
"Bilāspur,India","28.886904,79.266633"
"Jalesar,India","27.472354,78.302466"
"Paliā Kalān,India","28.432054,80.58137"
"Dibai,India","28.207717,78.26008"
"Kakrāla,India","27.892692,79.194496"
"Jalālābād,India","27.726645,79.654972"
"Dipayal,Nepal","29.2608333,80.94"
"Kaimganj,India","27.554967,79.337473"
"Almora,India","29.597261,79.660877"
"Islāmnagar,India","28.328489,78.724118"
"Soron,India","27.89012,78.7467"
"Kundarkhi,India","28.68362,78.785549"
"Kotdwāra,India","29.743365,78.51945"
"Kemri,India","28.805395,79.203964"
"Anūpshahr,India","28.357302,78.269213"
"Kithor,India","28.866633,77.938221"
"Sāndi,India","27.288395,79.952038"
"Kānth,India","29.059516,78.628738"
"Chharra,India","27.924577,78.400918"
"Kānt,India","27.809609,79.792283"
"Sitārganj,India","28.932136,79.704516"
"Fatehganj West,India","28.461254,79.304176"
"Muhammadābād,India","27.308543,79.433676"
"Mandāwar,India","29.486552,78.127316"
"Charthāwal,India","29.546866,77.59438"
"Richha,India","28.693695,79.521895"
"Maholi,India","27.663684,80.47371"
"Dadeldhurā,Nepal","29.298422,80.580591"
"Haldaur,India","29.289787,78.28368"
"Dārchulā,Nepal","29.841206,80.528738"
"Tanakpur,India","29.069253,80.112596"
"Shāhi,India","28.549456,79.316904"
"Khūtār,India","28.203067,80.270458"
"Misrikh,India","27.432011,80.531354"
"Sidhpura,India","27.633126,78.869223"
"Mailāni,India","28.290877,80.343797"
"Allāhganj,India","27.545586,79.687304"
"Iglās,India","27.711137,77.938884"
"Gopāmau,India","27.534677,80.285074"
"Kālāgarh,India","29.477367,78.785127"
"Barkhera,India","28.451586,79.804772"
"Chhutmalpur,India","30.032093,77.753291"
"Baldev,India","27.408037,77.823818"
"Benīganj,India","27.292931,80.443635"
"Jahāngīrpur,India","28.179155,77.703719"
"Farah,India","27.3209,77.761953"
"Bāgeshwar,India","29.837601,79.771398"
"Lansdowne,India","29.840971,78.678813"
"Sakīt,India","27.435288,78.779252"
"Bājna,India","27.897765,77.677788"
"Banbasa,India","28.99132481617,80.076084136963"
"Lohaghāt,India","29.40356276262,80.089645385742"
"Bhīm Tāl,India","29.34447,79.563356"
"Phariha,India","27.321857,78.47255"
"Rāiwāla,India","30.021819,78.21495"
"Dwārāhāt,India","29.778356,79.429308"
"Sain,Nepal","29.0148691511,81.4243674047"
"Kapurnali,Nepal","29.075748858,80.633852828"
"Phurka Chadhauna,Nepal","29.4713913559,81.397366045"
"Barkot,Nepal","29.1771025822,80.5359742594"
"Lagan Dhar,Nepal","29.4056417003,80.7349185899"
"Ganet,Nepal","29.6674472223,80.5274548631"
"Sūkha Nagla,India","27.809842,79.436641"
"Darma,Nepal","29.750023732,80.8218849586"
"Dodar,Nepal","29.212618332,81.2125410995"
"Bantariya,Nepal","28.8374750859,80.3779895701"
"Surkemela,Nepal","29.5567756668,81.1321790519"
"Jagatbisa,Nepal","29.7570122007,80.4679623184"
"Kathiur,Nepal","28.9123064573,80.9406816417"
"Bhuruwa,Nepal","28.6141819748,81.1449067109"
"Syālam,India","29.941778,78.561638"
"Kollimara,Nepal","28.9244122365,81.3108884929"
"Simkholagaun,Nepal","29.9198579499,80.6268272098"
"Bikrampur,Nepal","28.4170669687,81.1618364724"
"Kariyapani,Nepal","28.6990098675,81.4536289698"
"Jayapur,Nepal","28.3117179146,81.3823496616"
"Garjal,Nepal","29.4582828428,80.3777680725"
"Bhalsauna,India","29.067807,77.593705"
"Barghat,Nepal","29.0778664065,81.1320113917"
"Kherikhurd,India","29.706774,78.042149"
"Paladi,Nepal","28.9895591067,80.7387970928"
"Paudali,Nepal","29.5869294497,81.4569628143"
"Chaudi,Nepal","29.5192347799,80.7848316297"
"Bhanne,Nepal","29.2448651611,81.5393913598"
"Butkauwa,Nepal","28.6940224764,81.0303188608"
"Basauti,Nepal","28.6061547729,80.7914070855"
"Sanwa,Nepal","28.8199952824,81.1960801859"
"Rāmrā,India","29.251495,78.00416"
"Belparāo,India","29.310849,79.202864"
"Chaupura,India","29.1,79.05"
"Bangetal,Nepal","28.5972230328,81.4506328846"
"Sitapur,Nepal","28.1312931823,81.4992108642"
"Nauli,Nepal","29.6481154605,81.0943531961"
"Parasan,Nepal","28.6257996418,80.4942555115"
"Rakehti,India","28.21582,80.908434"
"Pantali,Nepal","29.3674085925,81.3540956161"
"Etah,India","27.558088,78.663471"
"Bijua,India","28.271817,80.603927"
"Bagneto,Nepal","29.172289563,80.9089456246"
"Bhatgaun,Nepal","29.1604923523,81.5363301554"
"Ustang,Nepal","30.0960469324,81.4066144471"
"Pantnagar,India","29.05,79.5166667"
"Buddhee,Nepal","30.0973280788,80.8245245239"
"Kabdi,Nepal","28.8249362493,81.5589908601"
"Deoria Kalān,India","28.376154,79.933487"
"Kalju,Nepal","30.0039059307,80.7573943572"
"Latali,Nepal","29.0031656,80.9828152408"
"Liunde,Nepal","29.0022058676,80.4251068254"
"Tikhtara,Nepal","29.5960733952,80.7407152261"
"Laita,Nepal","29.6745093674,80.7532327862"
"Ganai,India","29.724451,79.939786"
"Patihalau,Nepal","29.8385389338,80.8808526485"
"Gad,Nepal","29.5686236681,80.5066387825"
"Kilbāra,India","30.096557,79.840858"
"Maniramkanda,Nepal","28.5041492441,81.5421415026"
"Moya,Nepal","28.7885504427,80.6768140064"
"Khorad,Nepal","29.3778564846,80.3936128938"
"Tolichaka,Nepal","29.0892629723,81.5364153114"
"Dehradun,India","30.324427,78.033922"
"Tehri,India","30.390863,78.480299"
"Pauri,India","30.153565,78.769975"
"Mussoorie,India","30.457103,78.054976"
"Pāonta Sāhib,India","30.43666,77.624615"
"Behat,India","30.170497,77.615316"
"Uttarkāshi,India","30.729864,78.443416"
"Joshīmath,India","30.555875,79.566548"
"Doiwāla,India","30.178952,78.117838"
"Rohru,India","31.202099,77.752114"
"Barkot,India","30.808606,78.205961"
"Burang,China","30.295594,81.175114"
"Chakrāta,India","30.703689,77.863861"
"Rudraprayāg,India","30.284667,78.983542"
"Pīpalkoti,India","30.42553,79.430659"
"Chaupāl,India","30.9485,77.591624"
"Jubbal,India","31.109228,77.650846"
"Gangotri,India","30.995885,78.943214"
"Tarchan,China","30.931237063042,81.289386749268"
"Kedārnāth,India","30.720162,79.068313"
"Faizpur,India","30.331924,77.577741"
"Kuhita,India","30.560352,77.884544"
"Birsi,India","30.632219,77.903684"
"Khowara,India","30.556221,78.666317"
"Boktu,India","31.580495,78.277353"
"Dare,China","30.7195,81.2933"
"Shiv Shiv,Nepal","30.1355356525,81.3878116202"
"Ghaghalti,India","31.29382,77.610466"
"Sorakhal,India","30.301186,78.566085"
"Guwāhu,India","30.738843,77.57733"
"Yeri,China","31.835578,78.866237"
"Dianjiao,China","32.694444,79.463889"
"Damrāli,India","31.369039,77.724063"
"Buling,China","31.3279,79.501"
"Chankhuwāl,India","31.275418,78.131709"
"Makrāna,India","30.631592,77.599825"
"Rewal,India","31.028158,77.572055"
"Kalaksar,India","32.45,77.75"
"Bāhan,India","31.535579,77.682356"
"Suomaicun,China","32.1108,80.0278"
"Qumigxar,China","31.801,80.701"
"Ruolang,China","30.4099,81.1108"
"Dadhyāt,India","30.546956,77.612183"
"Jianggacun,China","31.6205,81.2102"
"Kauirik,India","32.08907,78.675475"
"Shanye,China","30.9187,81.025"
"Saroli,India","30.341102,79.353596"
"Nabucun,China","32.3986,81.1479"
"Khar,India","32.030015,78.065436"
"Zhaba,China","31.7688,79.5739"
"Lagacun,China","32.0838,81.2757"
"Qukajian,China","32.301,80.301"
"Vārastang,India","31.494493,78.190738"
"Sumdu,India","30.321165,80.213423"
"Qiebusi,China","32.558,78.6201"
"Poo,India","31.762243,78.589297"
"Malla Kauwa,Nepal","30.1747731934,80.8755969698"
"Koyül,India","32.8655408,79.2764763"
"Zhalie,China","31.5909,79.892"
"Dākar,India","30.279734,80.530283"
"Qiega,China","31.615,79.0065"
"Zuonabo,China","31.7581,80.3293"
"Gabupa,China","31.542536,79.084699"
"Sumdo,China","32,78.6"
"Ba’erjue,China","32.2,78.6"
"Ema,China","31.8519,81.2007"
"Mīlam,India","30.435468,80.15036"
"Xialang,China","31.9589,79.5682"
"Dāng,India","30.151119,78.987366"
"Kurchhola,India","30.394903,78.943041"
"Banāyag,India","31.702223,77.625882"
"Sogmai,China","32.2,79.9"
"Duoren,China","32.8623,81.3655"
"Queding,China","32.857992,79.892454"
"Qu’e,China","31.0083,81.0272"
"Donggacun,China","31.672,79.831"
"Shimai,China","32.203,81.203"
"Ghāstoli,India","30.859887,79.469752"
"Mastarang,India","31.367148,78.388"
"Tiljung,Nepal","30.2203927727,81.4664880651"
"Natseri,India","31.615979,77.733513"
"Kharsālī,India","30.970046,78.437671"
"Azi,China","32.3602,78.7359"
"Nakraunda,India","30.253236,78.112409"
"Zhachangnazu,China","30.8356,81.4525"
"Masak,India","30.77521,77.82144"
"Gongpu,China","31.7226,79.1577"
"Dabacun,China","31.2283,79.924"
"Lara,India","32.158637,78.131294"
"Sir Bhum Chun,India","32.918565,77.57512"
"Loharinag Pala,India","30.818333,78.618056"
"Angni,China","31.0987,80.7931"
"Azire,China","32.2249,78.8709"
"Hala,China","31.126,80.2719"
"Shiquanhe,China","32.501245,80.097577"
"Bugongcun,China","32.5449,80.4832"
"Badarīnāth,India","30.739436,79.494083"
"Nako,India","31.888797,78.618252"
"Lang Thanga,India","31.80455,78.169162"
"Salyāna,India","30.2,79.2833333"
"Tobo’ngoinqung,China","32,80.5"
"Xingalongwa,China","31.9186,80.1599"
"Qumudi,China","32.200763,79.184467"
