name,formatted_address,vicinity,formatted_phone_number,international_phone_number,location-lat-lng,location-lat,location-lng,permanently_closed,rating,types,url,website,place_id
"Eastern Light Trek.P.ltd","Lake side,-6, Pokhara,Nepal 33700, Nepal","Lake side,-6, Pokhara,Nepal",061-463303,"+977 61-463303","28.212085,83.957268",28.212085,83.957268,,4.9,"travel_agency / establishment",https://plus.google.com/102861552282358256772/about?hl=en-US,http://pokharaadventure.com/,ChIJgSwpqeaUlTkR_LHqJWToE34
"Visitbazar Marketing Solution","Zero Killo Meter, Pokhara, Nepal","Zero Killo Meter, Pokhara",0985-6031620,"+977 985-6031620","28.237396,83.985447",28.237396,83.985447,,,establishment,https://plus.google.com/103988947405586203948/about?hl=en-US,http://www.visitbazar.com/,ChIJARH1r6qVlTkRUECUdDoP4kw
"Universal Tent and Sound","Vyas-2, New Road, Damauli, Tanahun, Damauli 33900, Nepal","Vyas-2, New Road, Damauli, Tanahun, Damauli",0985-6029742,"+977 985-6029742","27.975048,84.268026",27.975048,84.268026,,,establishment,https://plus.google.com/110929880890775621997/about?hl=en-US,,ChIJEXB5eh6olTkR_rTQdlouU-A
"ASK Tent House,Magani chok(9845079039) Chitwan","Chitwan National Park, parsa,chitwan, Nepal","Chitwan National Park, parsa,chitwan",0984-5079039,"+977 984-5079039","27.611232,84.57418",27.611232,84.57418,,,establishment,https://plus.google.com/115247177862092627725/about?hl=en-US,,ChIJZ-paLGbolDkRf5wDDhviHKQ
"nawadeep tent house","Ratnanagar 44204, Nepal",Ratnanagar,056-563288,"+977 56-563288","27.620017,84.515884",27.620017,84.515884,,,"shopping_mall / establishment",https://plus.google.com/103744720261783945666/about?hl=en-US,,ChIJ2ZQwmVHvlDkRvFJX15L-9Vc
"River Fun Beach Resort","Buttar, Kurintar 34000, Nepal","Buttar, Kurintar",0985-1035699,"+977 985-1035699","27.872783,84.609473",27.872783,84.609473,,,"lodging / establishment",https://plus.google.com/101465661336863665413/about?hl=en-US,http://www.riverfunbeachresort.com/,ChIJ71RVVZUilTkRioGj9fwf9ME
"Kepy Cement Industries Pvt. Ltd.","Prithvi Highway, Naubise 45100, Nepal","Prithvi Highway, Naubise",01-6916424,"+977 1-6916424","27.72419,85.144166",27.72419,85.144166,,,establishment,https://plus.google.com/115042006503116337507/about?hl=en-US,http://www.kepycement.com,ChIJ3ZkQQMol6zkR4weeTRvEYE0
"Sai Ram Dental Hospital","Narayangarh, Bharatpur 44207, Nepal",Bharatpur,056-571828,"+977 56-571828","27.69526,84.421905",27.69526,84.421905,,,"dentist / health / establishment",https://plus.google.com/111227346878673387377/about?hl=en-US,http://www.facebook.com/sairamdental,ChIJh66yUD_7lDkRClL08oHU0s4
"Royal Beach Nepal","Khatauti khola, Dhading, Charundi, Nepal","Khatauti khola, Dhading, Charundi",01-4700531,"+977 1-4700531","27.795046,84.730682",27.795046,84.730682,,,"travel_agency / natural_feature / establishment",https://plus.google.com/104180316642342654905/about?hl=en-US,http://www.royalbeachnepal.com/,ChIJS-wzCfbYlDkR7KCJTn3GbwE
"Gaida Wildlife Camp","Narayani, 44204, Nepal",,01-4215409,"+977 1-4215409","27.570022,84.509486",27.570022,84.509486,,,"lodging / establishment",https://plus.google.com/108471527742207441860/about?hl=en-US,http://www.gaidawildlife.com/,ChIJ1_e6LsXulDkRCUc4GQUvcG4
"Area Welfare Centre Chitwan","Bharatpur 44207, Nepal",Bharatpur,056-521592,"+977 56-521592","27.673827,84.422765",27.673827,84.422765,,,establishment,https://plus.google.com/100657790791465005889/about?hl=en-US,http://hqgws.org/,ChIJ5xEwNCf7lDkR_W7nunw4bBA
"Jungle Wildlife Camp","Sauraha Rd, Sauraha 00977, Nepal","Sauraha Rd, Sauraha",056-580093,"+977 56-580093","27.549697,84.371147",27.549697,84.371147,,,establishment,https://plus.google.com/116118649080394119039/about?hl=en-US,http://www.nepaljunglesafari.com/,ChIJl1fjIkHxlDkReF6A4kZPsw4
"Dream Computer & Education Institute","Area of DCEI, Bardaghat, Nepal","Area of DCEI, Bardaghat",078-580873,"+977 78-580873","27.55625,83.789828",27.55625,83.789828,,,establishment,https://plus.google.com/109662796359386910380/about?hl=en-US,http://www.dreamcomputer.webs.com/,ChIJlb3Y6eM6lDkR8hWDLmL8Yfs
"Valmiki Wildlife Sanctuary","Betiah, Bihar 845105, India",Betiah,"06254 232 909","+91 6254 232 909","27.37999,84.143514",27.37999,84.143514,,3.8,"park / natural_feature / establishment",https://plus.google.com/102962156849658854658/about?hl=en-US,http://projecttiger.nic.in/valmiki.htm,ChIJc3IMzn6KlDkRRpBQqrUkIGA
"Nepal Telecom Taulihawa","Kapilvastu 32800, Nepal",Kapilvastu,,,"27.544181,83.05879",27.544181,83.05879,,,establishment,https://plus.google.com/113276520600998912796/about?hl=en-US,http://www.ntc.net.np/,ChIJS-2mjUDlljkR1jBGSuAeCHM
"Vijaya Cements","Lumbini, 32800, Nepal",,,,"27.576123,82.862632",27.576123,82.862632,,,establishment,https://plus.google.com/112438088151334956511/about?hl=en-US,http://www.vijayacement.com/,ChIJw1FrOSADlzkRmxlFIrkplX8
"Ankit Computer & Cyber Cafe","Near Apna Tent House, Itwa Road, Domariyaganj, Uttar Pradesh 272189, India","Near Apna Tent House, Itwa Road, Domariyaganj","096484 68273","+91 96484 68273","27.202895,82.653414",27.202895,82.653414,,,establishment,https://plus.google.com/109898702204234827045/about?hl=en-US,http://www.ankitcyber.in/,ChIJA8GndCY6lzkRQto4Xqre9KM
"Educational Material Suppliers Pvt.Ltd","Kumari Marg, 44600, Nepal","Kumari Marg",01-4350786,"+977 1-4350786","27.73696,85.304582",27.73696,85.304582,,,"store / establishment",https://plus.google.com/118180458092363553783/about?hl=en-US,,ChIJ2TaKH9sY6zkR-ZdBCNmt21E
"New ANNAPURNA CATERING AND TENT HOUSE","रानीबारी मार्ग, 44600, Nepal","रानीबारी मार्ग",01-4355205,"+977 1-4355205","27.730316,85.318298",27.730316,85.318298,,,establishment,https://plus.google.com/113570885798880662139/about?hl=en-US,,ChIJKZkfjSEZ6zkRcButOAjfyLY
"Nepal Tent & Tarpoline","लेक्नाथ सडक, 44600, नेपाल","लेक्नाथ सडक",,,"27.727765,85.301117",27.727765,85.301117,,,"grocery_or_supermarket / food / store / establishment",https://plus.google.com/107183996707833092982/about?hl=en-US,,ChIJl7BTTugY6zkRPCxjfgBX_ck
"Himalayan Tent & Equipment Manufacture Pvt. Ltd.","साकुना मार्ग, 44600, नेपाल","साकुना मार्ग",01-4437992,"+977 1-4437992","27.722221,85.326756",27.722221,85.326756,,,establishment,https://plus.google.com/102128006839022126135/about?hl=en-US,,ChIJbazvJhEZ6zkR8H6EIwbg__I
"Buddha Meditech Pvt Ltd","Ring Road, 44611, Nepal","Ring Road",01-4390437,"+977 1-4390437","27.72611,85.3037",27.72611,85.3037,,,"store / health / establishment",https://plus.google.com/102522780018540719102/about?hl=en-US,http://www.bmgroup.com.np/,ChIJ0bVR2ucY6zkRV7j3MzXDLto
"Asian Adventure Trips","Town Planning Entrance Road in rani bari section, Kathmandu 44600, Nepal","Town Planning Entrance Road in rani bari section, Kathmandu",01-4383405,"+977 1-4383405","27.73448,85.316231",27.73448,85.316231,,,"travel_agency / establishment",https://plus.google.com/104869515558572980729/about?hl=en-US,http://www.asianadventuretrips.com/,ChIJD0kWAeIY6zkROuIoAfgP_do
"Victory Nepal","Ring Road, Kathmandu 44600, Nepal","Ring Road, Kathmandu",0984-1141077,"+977 984-1141077","27.731904,85.343005",27.731904,85.343005,,,"travel_agency / establishment",https://plus.google.com/113709948722156978458/about?hl=en-US,http://victorynepal.blogspot.com/,ChIJlVWxZ3UY6zkRqO-iSnRn0EA
"Peak Endeavor Nepal Trekking","Ring Road, Kathmandu 44601, Nepal","Ring Road, Kathmandu",0985-1038996,"+977 985-1038996","27.726776,85.292326",27.726776,85.292326,,,"travel_agency / establishment",https://plus.google.com/102726689698174719454/about?hl=en-US,http://www.trektohimalayas.com/,ChIJKU3dRZUY6zkR0RKk4ZkrwwM
"Mountain Monarch Adventures","Hattigaudha, Kathmamdu, Nepal","Hattigaudha, Kathmamdu",01-4373881,"+977 1-4373881","27.75287,85.351291",27.75287,85.351291,,,"travel_agency / natural_feature / establishment",https://plus.google.com/106500807909729879541/about?hl=en-US,http://www.mountainmonarch.com/,ChIJW7LJuxAZ6zkRds3QhkB_13E
"Sky Overseas Services Pvt. Ltd.","Narayan Gopal Chowk, Kathmandu 44600, Nepal",Kathmandu,01-4377666,"+977 1-4377666","27.739902,85.338608",27.739902,85.338608,,,"travel_agency / establishment",https://plus.google.com/103034772250696358894/about?hl=en-US,http://www.skyoverseas.com.np/,ChIJKyClE0YZ6zkRuaj_m0Mn0X8
"Nepal Trekking Tourism & Adventure P.LTD","Kapan, Nepal",Kapan,0985-1060947,"+977 985-1060947","27.73605,85.358928",27.73605,85.358928,,,"travel_agency / establishment",https://plus.google.com/100011793328458779623/about?hl=en-US,http://www.nepaltrekkingtourism.com/,ChIJhVRWFwcb6zkRomgvLWCGl4Y
"Hygienic Meat Center","Near Shivapuri School, थिरबाम सडक, 44600, Nepal","Near Shivapuri School, थिरबाम सडक",01-4436653,"+977 1-4436653","27.730482,85.329888",27.730482,85.329888,,,"food / store / establishment",https://plus.google.com/112551463973877797947/about?hl=en-US,http://www.hmc.com/,ChIJqS2mEz4Z6zkRhAk3qzZfbvg
"Siddhartha Vanasthali Institute","साई बाबा मार्ग, 44600, नेपाल","साई बाबा मार्ग",01-4350075,"+977 1-4350075","27.725692,85.297948",27.725692,85.297948,,4.6,"school / establishment",https://plus.google.com/102167142525319977115/about?hl=en-US,http://svi.edu.np/,ChIJn0o1KOoY6zkRqambzBtfkUA
"Adventure Connexion (P). LTD","Rani Devi Marg, Kathmandu 44600, Nepal","Rani Devi Marg, Kathmandu",0985-1090345,"+977 985-1090345","27.726033,85.321658",27.726033,85.321658,,,"travel_agency / establishment",https://plus.google.com/108883399224538351451/about?hl=en-US,http://www.adventureconnexion.com/,ChIJcfjGZBgZ6zkRN7qbxgXCYdo
"Kalinchok Security Services (P) Ltd.","Swornim House 775, Dhumbarahi Marg, Kathmandu 44601, Nepal","Swornim House 775, Dhumbarahi Marg, Kathmandu",01-4419380,"+977 1-4419380","27.72763,85.341668",27.72763,85.341668,,,establishment,https://plus.google.com/102665463092277239242/about?hl=en-US,http://www.ksecurity.com.np/,ChIJlTxCsWkZ6zkRKNbkUIkGWZE
"Adventure Randonnee Trekking","Maharajgunj Road, Kathmandu 44601, Nepal","Maharajgunj Road, Kathmandu",0984-1281207,"+977 984-1281207","27.738992,85.335965",27.738992,85.335965,,,"travel_agency / establishment",https://plus.google.com/101575311912275812009/about?hl=en-US,http://www.altitudetrekking.com/,ChIJk4l6u0cZ6zkRHqL6mHC7Viw
"Zorba International Pvt. Ltd.","Samakhusi , Anmol Marg, Ring Road, Kathmandu 44600, Nepal","Samakhusi , Anmol Marg, Ring Road, Kathmandu",01-4357872,"+977 1-4357872","27.735693,85.321937",27.735693,85.321937,,,"real_estate_agency / establishment",https://plus.google.com/101724920344489906781/about?hl=en-US,http://www.zorba.com.np/,ChIJM-ZHjiQZ6zkRy3w44maNv9M
"South Asia Trekking Pvt. Ltd","Sukedhara, Kathmandu 44601, Nepal","Sukedhara, Kathmandu",01-4373396,"+977 1-4373396","27.728136,85.345936",27.728136,85.345936,,,"travel_agency / establishment",https://plus.google.com/113598418930323602912/about?hl=en-US,http://www.southasiatrekking.com/,ChIJbdv0v2cZ6zkRBf0JKBsMoHQ
"Nepal Telecom","Kapan 44600, Nepal",Kapan,01-4810000,"+977 1-4810000","27.733891,85.359566",27.733891,85.359566,,,establishment,https://plus.google.com/116983326101151575129/about?hl=en-US,http://www.ntc.com.np/,ChIJ-0bfL-Eb6zkRB7Mob0flpsU
"Nepal Adventure Team Pvt. Ltd.","Mhepi Marg, Kathmandu 44600, Nepal","Mhepi Marg, Kathmandu",0984-1486322,"+977 984-1486322","27.727849,85.309792",27.727849,85.309792,,,"travel_agency / establishment",https://plus.google.com/108344957536579619093/about?hl=en-US,http://www.nepaladventureteam.com/,ChIJncVtmOAY6zkRf6A0KogNDco
"Nepal Trek Agency Pvt. Ltd","Saraswotinagar Rd, Kathmandu 24725, Nepal","Saraswotinagar Rd, Kathmandu",01-4812789,"+977 1-4812789","27.725759,85.353169",27.725759,85.353169,,,"travel_agency / establishment",https://plus.google.com/117806320877845582483/about?hl=en-US,http://www.nepaltrekagency.com/,ChIJX4f5vGEZ6zkR71OY3qfE6JA
"Pal Gyi Ling Langkor Jangsem Kunga Ling","Boudhanath Sadak, 44600, Nepal","Boudhanath Sadak",,,"27.721278,85.358315",27.721278,85.358315,,,"place_of_worship / establishment",https://plus.google.com/106250804965480836477/about?hl=en-US,http://lamawangdu.org/,ChIJW26Sp9kb6zkRPLH_rwu91zo
"Wild Stone Adventure Pvt. Ltd","Ichhangunaryan, Banasthali, Kathmandu, Nepal","Ichhangunaryan, Banasthali, Kathmandu",01-4880803,"+977 1-4880803","27.721295,85.292292",27.721295,85.292292,,,"travel_agency / establishment",https://plus.google.com/111411870584019612509/about?hl=en-US,http://www.trekintonepal.com/,ChIJbS5qLqoZ6zkRoVzt_xHB_RA
"SEE NEPAL TRAVEL & ADVENTURE P LTD","सुजन मार्ग, 44600, Nepal","सुजन मार्ग",01-4412912,"+977 1-4412912","27.723903,85.324274",27.723903,85.324274,,,"travel_agency / establishment",https://plus.google.com/115432737421970097652/about?hl=en-US,http://www.seenepal.com.np,ChIJMWL2WRcZ6zkR0k0IgsNVflA
"Trisna Tent House Trisna Catering","Kalankisthan Road, 44600, Nepal","Kalankisthan Road",0984-9770302,"+977 984-9770302","27.68804,85.240259",27.68804,85.240259,,,establishment,https://plus.google.com/113351399447381135764/about?hl=en-US,,ChIJv0b6neUi6zkR3qT9uG4_wbo
"Trishna Tent House Trishna Cattering","Kalankisthan Road, 44600, Nepal","Kalankisthan Road",01-2297884,"+977 1-2297884","27.687209,85.249573",27.687209,85.249573,,,"food / establishment",https://plus.google.com/103978359282266547202/about?hl=en-US,,ChIJzw0N8uwi6zkREBGCClMXQYY
"STATIONERY & ART MATERIAL","सिद्धिचरण मार्ग, 44600, Nepal","सिद्धिचरण मार्ग",,,"27.715116,85.293692",27.715116,85.293692,,,"store / establishment",https://plus.google.com/115495887090421963592/about?hl=en-US,,ChIJmaOJufIY6zkRXL8uYWgaqbE
"CITY UNIQUE CATERING & TENT HOUSES","गणेशमान रोड, 44614, Nepal","गणेशमान रोड",0985-1077052,"+977 985-1077052","27.695325,85.288709",27.695325,85.288709,,,"store / establishment",https://plus.google.com/112541691572546088464/about?hl=en-US,,ChIJs5HbY2YY6zkRsYBnuLn8rUk
"Indreni Party Palace","Narayanhiti Palace Museum North Gate Road, 44600, Nepal","Narayanhiti Palace Museum North Gate Road",01-4413207,"+977 1-4413207","27.717861,85.327312",27.717861,85.327312,,,"food / establishment",https://plus.google.com/101800326248306947687/about?hl=en-US,,ChIJ2_hQ2hEZ6zkRlAAlR_-Aeec
"G. N. TENT CENTER","Jyatha Marg, 44600, Nepal","Jyatha Marg",01-2190539,"+977 1-2190539","27.710497,85.312305",27.710497,85.312305,,,"store / establishment",https://plus.google.com/100312813007559226853/about?hl=en-US,,ChIJkx4uc_4Y6zkR8k5pbTZKSbg
"Star Shoe Material","Ena Baha Marg, 44600, Nepal","Ena Baha Marg",01-4251631,"+977 1-4251631","27.709158,85.313037",27.709158,85.313037,,,"shoe_store / store / establishment",https://plus.google.com/112395985541299948691/about?hl=en-US,,ChIJa2GjJP4Y6zkRuRvRKrH8Bcg
"Kathmandu Shoe and Material","Ena Baha Marg, 44600, Nepal","Ena Baha Marg",,,"27.708773,85.31275",27.708773,85.31275,,,"shoe_store / store / establishment",https://plus.google.com/108462038984198855926/about?hl=en-US,,ChIJMVuXMP4Y6zkRoEN1JjqFuUo
"Star Shoe Material","Ena Baha Marg, 44600, Nepal","Ena Baha Marg",01-4244446,"+977 1-4244446","27.70855,85.312998",27.70855,85.312998,,,"shoe_store / store / establishment",https://plus.google.com/105897483403965683993/about?hl=en-US,,ChIJw7cYLv4Y6zkRVKXmUScP-v8
"P.O. Material House","फसिक्यब मार्ग, 44600, Nepal","फसिक्यब मार्ग",01-4249661,"+977 1-4249661","27.704145,85.311387",27.704145,85.311387,,,"store / establishment",https://plus.google.com/114017072708561211176/about?hl=en-US,,ChIJ2Q4xcVUY6zkRmYkYJAnSW_A
"KASTHAMANDAP TENT HOUSE","कुपोन्डोल रोड, 44700, Nepal","कुपोन्डोल रोड",01-5537757,"+977 1-5537757","27.688321,85.316572",27.688321,85.316572,,,establishment,https://plus.google.com/116270749225552806631/about?hl=en-US,,ChIJo4OPhLMZ6zkRwXvF5YYVUNk
"Tent & Catering Station","घट्टेकुलो मार्ग, 44600, Nepal","घट्टेकुलो मार्ग",01-4770468,"+977 1-4770468","27.700099,85.329117",27.700099,85.329117,,,"food / establishment",https://plus.google.com/102998492092584743929/about?hl=en-US,,ChIJ81wyq6YZ6zkRAm1mF17sNAk
"SABRINA TENT HOUSE & CATERING SERVICE","Jawalakhel, 44700, Nepal",,01-5548347,"+977 1-5548347","27.671704,85.312611",27.671704,85.312611,,,"food / establishment",https://plus.google.com/107850244864279568788/about?hl=en-US,,ChIJk9VJwTIY6zkR8p1XtIahhaM
"Arniko Tent House & Catring","बबरमहल, 44600, Nepal",बबरमहल,0984-1120541,"+977 984-1120541","27.687946,85.326711",27.687946,85.326711,,,"food / establishment",https://plus.google.com/113178489990001424293/about?hl=en-US,,ChIJu0FNfrkZ6zkR5lGRMA716Ls
"Shree Ganesh Tent and Catering Service","Sahabhagita Marg, 44600, Nepal","Sahabhagita Marg",01-2298179,"+977 1-2298179","27.695149,85.336839",27.695149,85.336839,,,"food / establishment",https://plus.google.com/106364187313278745693/about?hl=en-US,,ChIJV4TaMpgZ6zkRYuh35SuM9TQ
"CLASSIC TAILOR & MATERIAL SHOP","गाबहाल-१८, 44700, Nepal",गाबहाल-१८,01-5543603,"+977 1-5543603","27.674554,85.320868",27.674554,85.320868,,,"store / establishment",https://plus.google.com/103086848095405885626/about?hl=en-US,,ChIJu3lU5s4Z6zkRtAoRrZcsJsw
"Sherpa Rental, Tent House & Catering Service","Boudhanath Sadak, 44600, Nepal","Boudhanath Sadak",0975-1034094,"+977 975-1034094","27.720268,85.359074",27.720268,85.359074,,,establishment,https://plus.google.com/113240260362708954912/about?hl=en-US,,ChIJXxefltkb6zkRCYlLw-rff5M
"New Manakamana Catering and Tent House","Infront of Gyan Niketan School, 44600, Nepal","Infront of Gyan Niketan School",01-4785358,"+977 1-4785358","27.683702,85.333186",27.683702,85.333186,,,"food / establishment",https://plus.google.com/104260652407040409526/about?hl=en-US,,ChIJlf6r678Z6zkRgQ7b5QfQkvc
"Laa Phaa Material Arts & Sports Uniform Suppliers","पिन्गलास्थान, 44600, Nepal",पिन्गलास्थान,0984-1356661,"+977 984-1356661","27.70344,85.348961",27.70344,85.348961,,,"clothing_store / store / establishment",https://plus.google.com/104583148444170714995/about?hl=en-US,,ChIJo0zSzIMZ6zkR8EKKpm6tXLY
"Himal Tents Pvt Ltd","Patan Industrial Estate - 69, 44700, Nepal","Patan Industrial Estate - 69",01-5527202,"+977 1-5527202","27.664274,85.3267",27.664274,85.3267,,,establishment,https://plus.google.com/117091183857237595944/about?hl=en-US,http://www.himaltents.com,ChIJW2nWeNkZ6zkReBmMW-T0rTA
